beta_baseline,humidity_impact,E0_scale,phi,ihr_scale__0,ihr_scale__1-4,ihr_scale__5-12,ihr_scale__13-17,ihr_scale__18-49,ihr_scale__50-64,ihr_scale__65+
0.022270886389910656,0.20155237774911136,2.9725824093469932,33.94196523794916,0.8913480994546527,1.1032766612548275,0.6488092331353839,0.49157525371097416,0.34132067394502746,0.5008214386581872,0.6938269554857867
