date,beta_multiplier
2025-09-01,1.0
2025-09-02,1.0240991145715774
2025-09-03,1.048778996466289
2025-09-04,1.0740536416623943
2025-09-05,1.0999373834288364
2025-09-06,1.1264449004536492
2025-09-07,1.153591225168251
2025-09-08,1.1813917522723472
2025-09-09,1.209862247464275
2025-09-10,1.239018856381743
2025-09-11,1.2688781137580316
2025-09-12,1.2994569527988535
2025-09-13,1.3307727147851862
2025-09-14,1.3628431589075236
2025-09-15,1.3956864723371267
2025-09-16,1.42932128053998
2025-09-17,1.463766657839307
2025-09-18,1.4990421382326315
2025-09-19,1.5351677264695223
2025-09-20,1.5721639093962994
2025-09-21,1.61005166757414
2025-09-22,1.6488524871771688
2025-09-23,1.688588372177282
2025-09-24,1.729281856822616
2025-09-25,1.7709560184167343
2025-09-26,1.8136344904057842
2025-09-27,1.8573414757810378
2025-09-28,1.9021017608044277
2025-09-29,1.9479407290648532
2025-09-30,1.9948843758732293
2025-10-01,2.0429593230044483
2025-10-02,2.000213743257867
2025-10-03,1.9583625447979296
2025-10-04,1.9173870141602125
2025-10-05,1.8772688294289024
2025-10-06,1.8379900520442827
2025-10-07,1.7995331187816366
2025-10-08,1.7618808338979752
2025-10-09,1.7250163614430845
2025-10-10,1.68892321773145
2025-10-11,1.6535852639716944
2025-10-12,1.6189866990502328
2025-10-13,1.5851120524659181
2025-10-14,1.5519461774125154
2025-10-15,1.5194742440059172
2025-10-16,1.4876817326530662
2025-10-17,1.4565544275596227
2025-10-18,1.426078410373474
2025-10-19,1.3962400539612427
2025-10-20,1.367026016315011
2025-10-21,1.3384232345865381
2025-10-22,1.3104189192462996
2025-10-23,1.283000548364742
2025-10-24,1.25615586201319
2025-10-25,1.2298728567819088
2025-10-26,1.2041397804128633
2025-10-27,1.1789451265447806
2025-10-28,1.1542776295681638
2025-10-29,1.130126259587953
2025-10-30,1.1064802174915889
2025-10-31,1.0833289301202649
2025-11-01,1.0606620455412155
2025-11-02,1.0947677423496402
2025-11-03,1.1299701113352945
2025-11-04,1.1663044161044624
2025-11-05,1.203807054168304
2025-11-06,1.242515593403681
2025-11-07,1.2824688096863874
2025-11-08,1.3237067257344788
2025-11-09,1.3662706512006122
2025-11-10,1.4102032240535611
2025-11-11,1.455548453290356
2025-11-12,1.502351763021838
2025-11-13,1.550660037975789
2025-11-14,1.6005216704632201
2025-11-15,1.651986608854863
2025-11-16,1.7051064076164304
2025-11-17,1.7599342789527663
2025-11-18,1.8165251461126155
2025-11-19,1.8749356984074173
2025-11-20,1.9352244479992315
2025-11-21,1.9974517885146874
2025-11-22,2.06168005554367
2025-11-23,2.127973589083347
2025-11-24,2.196398797990091
2025-11-25,2.2670242265038603
2025-11-26,2.3399206229116736
2025-11-27,2.415161010418973
2025-11-28,2.492820760299858
2025-11-29,2.572977667399473
2025-11-30,2.6557120280641815
2025-12-01,2.7411067205775983
2025-12-02,2.6790136272262717
2025-12-03,2.6183271015992124
2025-12-04,2.5590152813320866
2025-12-05,2.5010470258247848
2025-12-06,2.4443918998916097
2025-12-07,2.3890201577818337
2025-12-08,2.3349027275622287
2025-12-09,2.2820111958533724
2025-12-10,2.2303177929117175
2025-12-11,2.1797953780495885
2025-12-12,2.130417425385453
2025-12-13,2.0821580099169896
2025-12-14,2.03499179390963
2025-12-15,1.9888940135934412
2025-12-16,1.9438404661613555
2025-12-17,1.8998074970619216
2025-12-18,1.8567719875799125
2025-12-19,1.8147113426982593
2025-12-20,1.7736034792349458
2025-12-21,1.7334268142486344
2025-12-22,1.6941602537069298
2025-12-23,1.6557831814113406
2025-12-24,1.6182754481731154
2025-12-25,1.581617361234275
2025-12-26,1.5457896739282861
2025-12-27,1.5107735755749465
2025-12-28,1.4765506816041762
2025-12-29,1.4431030239035327
2025-12-30,1.4104130413843763
2025-12-31,1.3784635707617385
2026-01-01,1.3472378375430496
2026-01-02,1.331651010929896
2026-01-03,1.3162445156265516
2026-01-04,1.3010162652954886
2026-01-05,1.2859641977369975
2026-01-06,1.2710862746099245
2026-01-07,1.2563804811556405
2026-01-08,1.2418448259252048
2026-01-09,1.2274773405096837
2026-01-10,1.2132760792735897
2026-01-11,1.1992391190914051
2026-01-12,1.185364559087154
2026-01-13,1.1716505203769858
2026-01-14,1.158095145814739
2026-01-15,1.1446965997404477
2026-01-16,1.131453067731757
2026-01-17,1.1183627563582152
2026-01-18,1.1054238929384095
2026-01-19,1.0926347252999093
2026-01-20,1.07999352154199
2026-01-21,1.0674985698010981
2026-01-22,1.0551481780190328
2026-01-23,1.0429406737138087
2026-01-24,1.0308744037531692
2026-01-25,1.01894773413072
2026-01-26,1.0071590497446539
2026-01-27,0.9955067541790339
2026-01-28,0.9839892694876079
2026-01-29,0.9726050359801246
2026-01-30,0.9613525120111206
2026-01-31,0.9502301737711526
2026-02-01,0.9392365150804431
2026-02-02,0.9556487531353325
2026-02-03,0.9723477789733259
2026-02-04,0.9893386039300052
2026-02-05,1.006626326909132
2026-02-06,1.0242161359128168
2026-02-07,1.042113309598425
2026-02-08,1.0603232188626885
2026-02-09,1.0788513284534986
2026-02-10,1.0977031986098629
2026-02-11,1.1168844867305185
2026-02-12,1.1364009490717044
2026-02-13,1.1562584424745985
2026-02-14,1.1764629261229407
2026-02-15,1.1970204633313697
2026-02-16,1.217937223365008
2026-02-17,1.2392194832908432
2026-02-18,1.260873629861459
2026-02-19,1.2829061614316848
2026-02-20,1.3053236899087348
2026-02-21,1.3281329427364255
2026-02-22,1.351340764914063
2026-02-23,1.3749541210506122
2026-02-24,1.398980097454757
2026-02-25,1.4234259042614836
2026-02-26,1.4482988775958252
2026-02-27,1.4736064817744126
2026-02-28,1.4993563115454989
2026-03-01,1.5255560943681226
2026-03-02,1.5258327567015264
2026-03-03,1.5261094692081405
2026-03-04,1.526386231897064
2026-03-05,1.5266630447773974
2026-03-06,1.526939907858243
2026-03-07,1.527216821148705
2026-03-08,1.5274937846578887
2026-03-09,1.5277707983949012
2026-03-10,1.5280478623688518
2026-03-11,1.5283249765888511
2026-03-12,1.528602141064011
2026-03-13,1.5288793558034455
