beta_baseline,humidity_impact,E0_scale,phi,ihr_scale__0,ihr_scale__1-4,ihr_scale__5-12,ihr_scale__13-17,ihr_scale__18-49,ihr_scale__50-64,ihr_scale__65+
0.020950083163031378,0.40969255264933885,1.5666260247788342,38.73931162053989,1.1185146569036328,1.1785500381800154,0.7465964754300571,0.5202584463619289,0.37084567510608135,0.521955215714428,0.7651048974919141
