date,beta_multiplier
2025-09-01,1.0
2025-09-02,1.0151550813370716
2025-09-03,1.0305398391644764
2025-09-04,1.0461577542481069
2025-09-05,1.0620123601051452
2025-09-06,1.0781072438035142
2025-09-07,1.0944460467734425
2025-09-08,1.1110324656313306
2025-09-09,1.1278702530161007
2025-09-10,1.1449632184382232
2025-09-11,1.1623152291416097
2025-09-12,1.1799302109785679
2025-09-13,1.1978121492980163
2025-09-14,1.2159650898471603
2025-09-15,1.2343931396868337
2025-09-16,1.2531004681207107
2025-09-17,1.2720913076386027
2025-09-18,1.2913699548740476
2025-09-19,1.3109407715764143
2025-09-20,1.3308081855977383
2025-09-21,1.3509766918945127
2025-09-22,1.3714508535446621
2025-09-23,1.392235302779928
2025-09-24,1.4133347420339002
2025-09-25,1.4347539450059332
2025-09-26,1.4564977577411824
2025-09-27,1.4785710997270125
2025-09-28,1.500978965006019
2025-09-29,1.5237264233059187
2025-09-30,1.546818621186565
2025-10-01,1.5702607832043445
2025-10-02,1.5605202002950584
2025-10-03,1.5508400398050466
2025-10-04,1.5412199269242193
2025-10-05,1.5316594891674957
2025-10-06,1.5221583563603793
2025-10-07,1.512716160624627
2025-10-08,1.5033325363640042
2025-10-09,1.4940071202501284
2025-10-10,1.4847395512084027
2025-10-11,1.475529470404035
2025-10-12,1.466376521228143
2025-10-13,1.457280349283948
2025-10-14,1.4482406023730512
2025-10-15,1.4392569304817984
2025-10-16,1.430328985767727
2025-10-17,1.4214564225460977
2025-10-18,1.4126388972765096
2025-10-19,1.4038760685495988
2025-10-20,1.3951675970738193
2025-10-21,1.3865131456623059
2025-10-22,1.377912379219818
2025-10-23,1.3693649647297652
2025-10-24,1.3608705712413134
2025-10-25,1.3524288698565705
2025-10-26,1.344039533717851
2025-10-27,1.3357022379950212
2025-10-28,1.3274166598729211
2025-10-29,1.319182478538866
2025-10-30,1.3109993751702242
2025-10-31,1.302867032922073
2025-11-01,1.2947851369149295
2025-11-02,1.3277853404577815
2025-11-03,1.3616266205644756
2025-11-04,1.3963304137629804
2025-11-05,1.4319187029342986
2025-11-06,1.4684140312373708
2025-11-07,1.505839516388887
2025-11-08,1.544218865307045
2025-11-09,1.5835763891285382
2025-11-10,1.6239370186082773
2025-11-11,1.6653263199116075
2025-11-12,1.7077705108090215
2025-11-13,1.7512964772836284
2025-11-14,1.795931790561894
2025-11-15,1.8417047245784475
2025-11-16,1.888644273886013
2025-11-17,1.9367801720218096
2025-11-18,1.986142910342059
2025-11-19,2.036763757336526
2025-11-20,2.0886747784353306
2025-11-21,2.141908856320576
2025-11-22,2.196499711755659
2025-11-23,2.2524819249454566
2025-11-24,2.3098909574409223
2025-11-25,2.3687631746019635
2025-11-26,2.4291358686328293
2025-11-27,2.4910472822046033
2025-11-28,2.554536632679764
2025-11-29,2.6196441369541525
2025-11-30,2.6864110369320957
2025-12-01,2.7548796256508035
2025-12-02,2.698064125108121
2025-12-03,2.6424203640025667
2025-12-04,2.5879241768635315
2025-12-05,2.5345518965990985
2025-12-06,2.4822803442176893
2025-12-07,2.431086818761682
2025-12-08,2.380949087448637
2025-12-09,2.3318453760158446
2025-12-10,2.283754359264003
2025-12-11,2.236655151795922
2025-12-12,2.190527298946223
2025-12-13,2.145350767898105
2025-12-14,2.101105938983316
2025-12-15,2.0577735971615425
2025-12-16,2.015334923675535
2025-12-17,1.973771487878327
2025-12-18,1.9330652392290089
2025-12-19,1.8931984994535782
2025-12-20,1.8541539548674606
2025-12-21,1.8159146488563667
2025-12-22,1.7784639745122235
2025-12-23,1.7417856674209762
2025-12-24,1.7058637985991345
2025-12-25,1.6706827675759892
2025-12-26,1.6362272956185022
2025-12-27,1.60248241909592
2025-12-28,1.569433482981234
2025-12-29,1.537066134486666
2025-12-30,1.50536631683041
2025-12-31,1.474320263131926
2026-01-01,1.4439144904331385
2026-01-02,1.4289421616250892
2026-01-03,1.4141250848291376
2026-01-04,1.3994616501963697
2026-01-05,1.3849502645708196
2026-01-06,1.3705893513163727
2026-01-07,1.3563773501454697
2026-01-08,1.3423127169495823
2026-01-09,1.3283939236314501
2026-01-10,1.3146194579390542
2026-01-11,1.3009878233013141
2026-01-12,1.287497538665489
2026-01-13,1.2741471383362624
2026-01-14,1.2609351718164978
2026-01-15,1.247860203649645
2026-01-16,1.23492081326378
2026-01-17,1.2221155948172622
2026-01-18,1.2094431570459923
2026-01-19,1.1969021231122545
2026-01-20,1.1844911304551247
2026-01-21,1.1722088306424314
2026-01-22,1.1600538892242505
2026-01-23,1.1480249855879197
2026-01-24,1.1361208128145568
2026-01-25,1.1243400775370647
2026-01-26,1.1126814997996097
2026-01-27,1.1011438129185565
2026-01-28,1.0897257633448452
2026-01-29,1.0784261105277955
2026-01-30,1.0672436267803236
2026-01-31,1.056177097145555
2026-02-01,1.045225319264823
2026-02-02,1.0550391313119414
2026-02-03,1.064945087038629
2026-02-04,1.0749440515987778
2026-02-05,1.0850368982693677
2026-02-06,1.0952245085267365
2026-02-07,1.1055077721235644
2026-02-08,1.1158875871665834
2026-02-09,1.1263648601950131
2026-02-10,1.1369405062597369
2026-02-11,1.1476154490032178
2026-02-12,1.1583906207401677
2026-02-13,1.1692669625389722
2026-02-14,1.18024542430388
2026-02-15,1.1913269648579652
2026-02-16,1.2025125520268671
2026-02-17,1.2138031627233175
2026-02-18,1.225199783032461
2026-02-19,1.2367034082979758
2026-02-20,1.2483150432090049
2026-02-21,1.2600357018879014
2026-02-22,1.271866407978799
2026-02-23,1.2838081947370137
2026-02-24,1.2958621051192851
2026-02-25,1.308029191874865
2026-02-26,1.3203105176374603
2026-02-27,1.332707155018041
2026-02-28,1.3452201866985174
2026-03-01,1.3578507055262992
2026-03-02,1.3704793059976814
2026-03-03,1.3832253579305658
2026-03-04,1.3960899536744837
2026-03-05,1.4090741957382915
2026-03-06,1.4221791968846553
2026-03-07,1.4354060802254172
2026-03-08,1.4487559793178462
2026-03-09,1.4622300382617854
2026-03-10,1.4758294117977035
2026-03-11,1.4895552654056554
2026-03-12,1.5034087754051666
2026-03-13,1.5173911290560438
2026-03-14,1.5315035246601252
2026-03-15,1.545747171663976
2026-03-16,1.5601232907625386
2026-03-17,1.574633114003748
2026-03-18,1.5892778848941194
2026-03-19,1.6040588585053175
2026-03-20,1.6189773015817186
2026-03-21,1.6340344926489703
2026-03-22,1.6492317221235635
2026-03-23,1.6645702924234225
2026-03-24,1.6800515180795224
2026-03-25,1.6956767258485472
2026-03-26,1.7114472548265933
2026-03-27,1.7273644565639314
2026-03-28,1.7434296951808357
2026-03-29,1.7596443474844916
2026-03-30,1.7760098030869869
2026-03-31,1.7925274645244058
2026-04-01,1.8091987473770255
2026-04-02,1.8022236247683043
2026-04-03,1.7952753938073238
2026-04-04,1.7883539508169497
2026-04-05,1.781459192519762
2026-04-06,1.774591016036513
2026-04-07,1.7677493188845914
2026-04-08,1.760933998976494
2026-04-09,1.754144954618303
2026-04-10,1.7473820845081667
2026-04-11,1.7406452877347898
2026-04-12,1.7339344637759269
2026-04-13,1.727249512496882
2026-04-14,1.7205903341490159
2026-04-15,1.7139568293682563
2026-04-16,1.7073488991736159
2026-04-17,1.700766444965715
2026-04-18,1.6942093685253108
2026-04-19,1.6876775720118318
2026-04-20,1.681170957961917
2026-04-21,1.6746894292879633
2026-04-22,1.668232889276675
2026-04-23,1.6618012415876213
2026-04-24,1.6553943902518002
2026-04-25,1.649012239670204
2026-04-26,1.6426546946123948
2026-04-27,1.6363216602150825
2026-04-28,1.6300130419807104
2026-04-29,1.6237287457760432
2026-04-30,1.6174686778307648
2026-05-01,1.6112327447360772
2026-05-02,1.6112327447360772
2026-05-03,1.6112327447360772
2026-05-04,1.6112327447360772
2026-05-05,1.6112327447360772
2026-05-06,1.6112327447360772
2026-05-07,1.6112327447360772
2026-05-08,1.6112327447360772
