"","date","daily_vaccines"
"1","2023-07-31","[[0.042629, 0.042629],[0.059538, 0.059538],[0.027133, 0.027133],[0.00556, 0.00556],[0.018044, 0.018044]]"
"2","2023-08-01","[[0.001421, 0.001421],[0.001643, 0.001643],[0.000653, 0.000653],[0.000306, 0.000306],[0.000813, 0.000813]]"
"3","2023-08-02","[[0.001465, 0.001465],[0.001684, 0.001684],[0.000668, 0.000668],[0.000323, 0.000323],[0.000849, 0.000849]]"
"4","2023-08-03","[[0.001511, 0.001511],[0.001725, 0.001725],[0.000683, 0.000683],[0.00034, 0.00034],[0.000886, 0.000886]]"
"5","2023-08-04","[[0.001558, 0.001558],[0.001768, 0.001768],[0.000698, 0.000698],[0.000358, 0.000358],[0.000925, 0.000925]]"
"6","2023-08-05","[[0.001606, 0.001606],[0.001812, 0.001812],[0.000714, 0.000714],[0.000378, 0.000378],[0.000966, 0.000966]]"
"7","2023-08-06","[[0.001656, 0.001656],[0.001856, 0.001856],[0.00073, 0.00073],[0.000398, 0.000398],[0.001008, 0.001008]]"
"8","2023-08-07","[[0.001707, 0.001707],[0.001901, 0.001901],[0.000746, 0.000746],[0.00042, 0.00042],[0.001052, 0.001052]]"
"9","2023-08-08","[[0.001759, 0.001759],[0.001947, 0.001947],[0.000762, 0.000762],[0.000442, 0.000442],[0.001097, 0.001097]]"
"10","2023-08-09","[[0.001813, 0.001813],[0.001993, 0.001993],[0.000779, 0.000779],[0.000466, 0.000466],[0.001145, 0.001145]]"
"11","2023-08-10","[[0.001867, 0.001867],[0.00204, 0.00204],[0.000796, 0.000796],[0.000491, 0.000491],[0.001195, 0.001195]]"
"12","2023-08-11","[[0.001924, 0.001924],[0.002089, 0.002089],[0.000813, 0.000813],[0.000517, 0.000517],[0.001246, 0.001246]]"
"13","2023-08-12","[[0.001981, 0.001981],[0.002137, 0.002137],[0.000831, 0.000831],[0.000545, 0.000545],[0.0013, 0.0013]]"
"14","2023-08-13","[[0.00204, 0.00204],[0.002187, 0.002187],[0.000849, 0.000849],[0.000574, 0.000574],[0.001355, 0.001355]]"
"15","2023-08-14","[[0.002101, 0.002101],[0.002238, 0.002238],[0.000867, 0.000867],[0.000605, 0.000605],[0.001413, 0.001413]]"
"16","2023-08-15","[[0.002162, 0.002162],[0.002289, 0.002289],[0.000886, 0.000886],[0.000637, 0.000637],[0.001474, 0.001474]]"
"17","2023-08-16","[[0.002225, 0.002225],[0.002341, 0.002341],[0.000904, 0.000904],[0.00067, 0.00067],[0.001536, 0.001536]]"
"18","2023-08-17","[[0.00229, 0.00229],[0.002393, 0.002393],[0.000924, 0.000924],[0.000706, 0.000706],[0.001601, 0.001601]]"
"19","2023-08-18","[[0.002356, 0.002356],[0.002447, 0.002447],[0.000943, 0.000943],[0.000743, 0.000743],[0.001668, 0.001668]]"
"20","2023-08-19","[[0.002423, 0.002423],[0.002501, 0.002501],[0.000963, 0.000963],[0.000782, 0.000782],[0.001738, 0.001738]]"
"21","2023-08-20","[[0.002492, 0.002492],[0.002555, 0.002555],[0.000983, 0.000983],[0.000822, 0.000822],[0.001811, 0.001811]]"
"22","2023-08-21","[[0.002563, 0.002563],[0.002611, 0.002611],[0.001003, 0.001003],[0.000865, 0.000865],[0.001886, 0.001886]]"
"23","2023-08-22","[[0.002634, 0.002634],[0.002667, 0.002667],[0.001024, 0.001024],[0.00091, 0.00091],[0.001964, 0.001964]]"
"24","2023-08-23","[[0.002707, 0.002707],[0.002723, 0.002723],[0.001045, 0.001045],[0.000957, 0.000957],[0.002045, 0.002045]]"
"25","2023-08-24","[[0.002782, 0.002782],[0.00278, 0.00278],[0.001066, 0.001066],[0.001006, 0.001006],[0.002129, 0.002129]]"
"26","2023-08-25","[[0.002858, 0.002858],[0.002838, 0.002838],[0.001088, 0.001088],[0.001058, 0.001058],[0.002216, 0.002216]]"
"27","2023-08-26","[[0.002935, 0.002935],[0.002896, 0.002896],[0.00111, 0.00111],[0.001111, 0.001111],[0.002306, 0.002306]]"
"28","2023-08-27","[[0.003014, 0.003014],[0.002955, 0.002955],[0.001132, 0.001132],[0.001168, 0.001168],[0.002399, 0.002399]]"
"29","2023-08-28","[[0.003093, 0.003093],[0.003014, 0.003014],[0.001155, 0.001155],[0.001227, 0.001227],[0.002495, 0.002495]]"
"30","2023-08-29","[[0.003175, 0.003175],[0.003074, 0.003074],[0.001177, 0.001177],[0.001288, 0.001288],[0.002594, 0.002594]]"
"31","2023-08-30","[[0.003257, 0.003257],[0.003134, 0.003134],[0.0012, 0.0012],[0.001352, 0.001352],[0.002697, 0.002697]]"
"32","2023-08-31","[[0.003341, 0.003341],[0.003194, 0.003194],[0.001224, 0.001224],[0.001419, 0.001419],[0.002802, 0.002802]]"
"33","2023-09-01","[[0.003426, 0.003426],[0.003255, 0.003255],[0.001248, 0.001248],[0.001489, 0.001489],[0.002912, 0.002912]]"
"34","2023-09-02","[[0.003512, 0.003512],[0.003316, 0.003316],[0.001272, 0.001272],[0.001562, 0.001562],[0.003024, 0.003024]]"
"35","2023-09-03","[[0.003599, 0.003599],[0.003377, 0.003377],[0.001296, 0.001296],[0.001638, 0.001638],[0.00314, 0.00314]]"
"36","2023-09-04","[[0.003687, 0.003687],[0.003438, 0.003438],[0.00132, 0.00132],[0.001717, 0.001717],[0.00326, 0.00326]]"
"37","2023-09-05","[[0.003776, 0.003776],[0.0035, 0.0035],[0.001345, 0.001345],[0.001799, 0.001799],[0.003383, 0.003383]]"
"38","2023-09-06","[[0.003866, 0.003866],[0.003561, 0.003561],[0.00137, 0.00137],[0.001884, 0.001884],[0.003509, 0.003509]]"
"39","2023-09-07","[[0.003957, 0.003957],[0.003623, 0.003623],[0.001396, 0.001396],[0.001972, 0.001972],[0.003639, 0.003639]]"
"40","2023-09-08","[[0.004049, 0.004049],[0.003684, 0.003684],[0.001421, 0.001421],[0.002064, 0.002064],[0.003772, 0.003772]]"
