age_group,0,1-4,5-12,13-17,18-49,50-64,65+,All
0,23.4 [15.2 - 32.4],—,—,3.4 [2.3 - 4.6],0.8 [0.5 - 1.1],0.6 [0.4 - 0.8],—,1.1 [0.7 - 1.5]
1-4,3.4 [2.5 - 4.4],—,—,14.3 [10.4 - 18.0],3.2 [2.3 - 4.1],2.5 [1.8 - 3.1],—,3.5 [2.5 - 4.5]
5-12,3.1 [2.2 - 4.0],—,—,15.6 [11.4 - 20.5],3.1 [2.3 - 4.1],2.5 [1.8 - 3.2],—,3.5 [2.6 - 4.6]
13-17,1.6 [1.1 - 2.2],—,—,21.3 [14.9 - 28.8],1.8 [1.2 - 2.4],1.4 [1.0 - 2.0],—,2.6 [1.8 - 3.5]
18-49,15.1 [11.9 - 18.8],—,—,70.3 [55.0 - 88.0],20.2 [16.2 - 24.9],12.9 [10.2 - 16.1],—,20.6 [16.6 - 25.4]
50-64,14.2 [10.9 - 17.7],—,—,72.0 [55.5 - 90.1],16.1 [12.5 - 20.0],26.6 [20.8 - 32.7],—,19.0 [14.7 - 23.5]
65+,81.0 [72.0 - 89.9],—,—,397.1 [349.2 - 442.7],86.9 [78.0 - 96.3],77.0 [68.6 - 85.5],—,96.9 [87.1 - 107.3]
All,142.4 [129.2 - 155.0],—,—,595.5 [530.4 - 652.0],132.4 [120.1 - 144.3],124.0 [111.5 - 135.2],—,147.5 [134.7 - 160.4]
