date,beta_multiplier
2025-09-01,1.0
2025-09-02,0.9952018475692915
2025-09-03,0.9904267174053314
2025-09-04,0.9856744990437744
2025-09-05,0.9809450825503001
2025-09-06,0.9762383585180698
2025-09-07,0.9715542180651955
2025-09-08,0.966892552832221
2025-09-09,0.9622532549796151
2025-09-10,0.9576362171852775
2025-09-11,0.9530413326420555
2025-09-12,0.9484684950552734
2025-09-13,0.9439175986402735
2025-09-14,0.9393885381199691
2025-09-15,0.9348812087224092
2025-09-16,0.9303955061783541
2025-09-17,0.9259313267188641
2025-09-18,0.921488567072899
2025-09-19,0.917067124464928
2025-09-20,0.9126668966125538
2025-09-21,0.9082877817241451
2025-09-22,0.9039296784964826
2025-09-23,0.8995924861124152
2025-09-24,0.8952761042385278
2025-09-25,0.8909804330228205
2025-09-26,0.8867053730923984
2025-09-27,0.8824508255511728
2025-09-28,0.8782166919775738
2025-09-29,0.8740028744222728
2025-09-30,0.8698092754059173
2025-10-01,0.8656357979168757
2025-10-02,0.8673784712797196
2025-10-03,0.869124652943002
2025-10-04,0.8708743499695338
2025-10-05,0.8726275694363442
2025-10-06,0.8743843184347099
2025-10-07,0.8761446040701831
2025-10-08,0.8779084334626213
2025-10-09,0.8796758137462151
2025-10-10,0.8814467520695175
2025-10-11,0.883221255595473
2025-10-12,0.8849993315014459
2025-10-13,0.8867809869792503
2025-10-14,0.8885662292351783
2025-10-15,0.8903550654900295
2025-10-16,0.8921475029791403
2025-10-17,0.893943548952413
2025-10-18,0.8957432106743455
2025-10-19,0.89754649542406
2025-10-20,0.8993534104953328
2025-10-21,0.9011639631966243
2025-10-22,0.9029781608511075
2025-10-23,0.9047960107966987
2025-10-24,0.9066175203860862
2025-10-25,0.9084426969867611
2025-10-26,0.9102715479810459
2025-10-27,0.9121040807661255
2025-10-28,0.9139403027540762
2025-10-29,0.9157802213718965
2025-10-30,0.9176238440615363
2025-10-31,0.9194711782799277
2025-11-01,0.9213222314990148
2025-11-02,0.939163955966959
2025-11-03,0.9573511916155811
2025-11-04,0.9758906293886959
2025-11-05,0.9947890898025651
2025-11-06,1.0140535254551126
2025-11-07,1.0336910235837322
2025-11-08,1.053708808672627
2025-11-09,1.0741142451106414
2025-11-10,1.0949148399005637
2025-11-11,1.1161182454208938
2025-11-12,1.1377322622410948
2025-11-13,1.1597648419913624
2025-11-14,1.1822240902879675
2025-11-15,1.2051182697152512
2025-11-16,1.2284558028653652
2025-11-17,1.2522452754368782
2025-11-18,1.2764954393933892
2025-11-19,1.3012152161833066
2025-11-20,1.3264137000219804
2025-11-21,1.352100161237395
2025-11-22,1.3782840496806494
2025-11-23,1.4049749982024868
2025-11-24,1.4321828261971443
2025-11-25,1.4599175432148332
2025-11-26,1.4881893526441763
2025-11-27,1.5170086554659534
2025-11-28,1.5463860540795447
2025-11-29,1.5763323562034701
2025-11-30,1.6068585788514664
2025-12-01,1.6379759523855608
2025-12-02,1.6166952760419204
2025-12-03,1.595691079450613
2025-12-04,1.574959770571037
2025-12-05,1.5544978040305861
2025-12-06,1.5343016805183358
2025-12-07,1.514367946186607
2025-12-08,1.4946931920603055
2025-12-09,1.4752740534539344
2025-12-10,1.4561072093961813
2025-12-11,1.4371893820619817
2025-12-12,1.418517336211959
2025-12-13,1.4000878786391509
2025-12-14,1.3818978576229204
2025-12-15,1.3639441623899629
2025-12-16,1.346223722582318
2025-12-17,1.3287335077322884
2025-12-18,1.3114705267441862
2025-12-19,1.2944318273828068
2025-12-20,1.2776144957685533
2025-12-21,1.2610156558791177
2025-12-22,1.244632469057636
2025-12-23,1.2284621335272359
2025-12-24,1.2125018839118877
2025-12-25,1.196748990763485
2025-12-26,1.1812007600950647
2025-12-27,1.1658545329200958
2025-12-28,1.15070768479775
2025-12-29,1.1357576253840838
2025-12-30,1.1210017979890483
2025-12-31,1.1064376791392567
2026-01-01,1.0920627781464316
2026-01-02,1.0766436815502762
2026-01-03,1.0614422908814718
2026-01-04,1.046455532297753
2026-01-05,1.0316803753571722
2026-01-06,1.0171138324053193
2026-01-07,1.0027529579711936
2026-01-08,0.9885948481716075
2026-01-09,0.974636640123997
2026-01-10,0.9608755113675245
2026-01-11,0.9473086792923547
2026-01-12,0.933933400576989
2026-01-13,0.9207469706335436
2026-01-14,0.9077467230608602
2026-01-15,0.8949300291053394
2026-01-16,0.8822942971293842
2026-01-17,0.8698369720873519
2026-01-18,0.8575555350089025
2026-01-19,0.845447502489643
2026-01-20,0.8335104261889634
2026-01-21,0.8217418923349629
2026-01-22,0.8101395212363655
2026-01-23,0.7987009668013277
2026-01-24,0.7874239160630404
2026-01-25,0.7763060887120282
2026-01-26,0.7653452366350524
2026-01-27,0.7545391434605254
2026-01-28,0.7438856241103419
2026-01-29,0.7333825243580394
2026-01-30,0.7230277203931957
2026-01-31,0.7128191183919784
2026-02-01,0.7027546540937563
2026-02-02,0.7208094000884561
2026-02-03,0.7393279976578615
2026-02-04,0.758322363795068
2026-02-05,0.7778047216573237
2026-02-06,0.7977876084318133
2026-02-07,0.8182838834035245
2026-02-08,0.8393067362303891
2026-02-09,0.8608696954310243
2026-02-10,0.8829866370905357
2026-02-11,0.9056717937899845
2026-02-12,0.9289397637652652
2026-02-13,0.9528055203012877
2026-02-14,0.9772844213675088
2026-02-15,1.0023922195010144
2026-02-16,1.028145071943511
2026-02-17,1.0545595510387513
2026-02-18,1.0816526548970848
2026-02-19,1.1094418183339934
2026-02-20,1.1379449240896555
2026-02-21,1.1671803143367554
2026-02-22,1.197166802483944
2026-02-23,1.227923685282547
2026-02-24,1.2594707552443125
2026-02-25,1.291828313378186
2026-02-26,1.3250171822543115
2026-02-27,1.359058719403666
2026-02-28,1.3939748310619484
2026-03-01,1.4297879862665674
2026-03-02,1.4224057504219094
2026-03-03,1.4150616303025125
2026-03-04,1.4077554291104766
2026-03-05,1.4004869510640021
2026-03-06,1.3932560013921444
2026-03-07,1.386062386329593
2026-03-08,1.3789059131114816
2026-03-09,1.3717863899682197
2026-03-10,1.364703626120357
2026-03-11,1.3576574317734684
2026-03-12,1.3506476181130704
2026-03-13,1.3436739972995597
2026-03-14,1.3367363824631804
2026-03-15,1.329834587699017
2026-03-16,1.3229684280620124
2026-03-17,1.3161377195620114
2026-03-18,1.3093422791588314
2026-03-19,1.302581924757357
2026-03-20,1.2958564752026602
2026-03-21,1.2891657502751466
2026-03-22,1.2825095706857257
2026-03-23,1.275887758071007
2026-03-24,1.26930013498852
2026-03-25,1.2627465249119598
2026-03-26,1.2562267522264559
2026-03-27,1.2497406422238673
2026-03-28,1.2432880210981008
2026-03-29,1.2368687159404526
2026-03-30,1.2304825547349763
2026-03-31,1.2241293663538722
2026-04-01,1.2178089805529027
2026-04-02,1.2212049550710409
2026-04-03,1.2246103995825133
2026-04-04,1.2280253404952837
2026-04-05,1.2314498042909576
2026-04-06,1.2348838175249872
2026-04-07,1.2383274068268761
2026-04-08,1.2417805989003876
2026-04-09,1.2452434205237506
2026-04-10,1.2487158985498676
2026-04-11,1.2521980599065234
2026-04-12,1.2556899315965926
2026-04-13,1.2591915406982506
2026-04-14,1.2627029143651824
2026-04-15,1.266224079826794
2026-04-16,1.2697550643884226
2026-04-17,1.2732958954315492
2026-04-18,1.2768466004140109
2026-04-19,1.280407206870213
2026-04-20,1.2839777424113434
2026-04-21,1.2875582347255863
2026-04-22,1.291148711578337
2026-04-23,1.2947492008124175
2026-04-24,1.2983597303482917
2026-04-25,1.301980328184282
2026-04-26,1.305611022396788
2026-04-27,1.3092518411405019
2026-04-28,1.3129028126486282
2026-04-29,1.316563965233102
2026-04-30,1.3202353272848097
2026-05-01,1.3239169272738078
2026-05-02,1.3239169272738078
2026-05-03,1.3239169272738078
2026-05-04,1.3239169272738078
2026-05-05,1.3239169272738078
2026-05-06,1.3239169272738078
2026-05-07,1.3239169272738078
2026-05-08,1.3239169272738078
