"","date","daily_vaccines"
"1","2024-07-31","[[0.055804, 0.055804],[0.045042, 0.045042],[0.015943, 0.015943],[0.007281, 0.007281],[0.042608, 0.042608]]"
"2","2024-08-01","[[0.001422, 0.001422],[0.001266, 0.001266],[0.000564, 0.000564],[0.000362, 0.000362],[0.00116, 0.00116]]"
"3","2024-08-02","[[0.001455, 0.001455],[0.001298, 0.001298],[0.000583, 0.000583],[0.00038, 0.00038],[0.001189, 0.001189]]"
"4","2024-08-03","[[0.001488, 0.001488],[0.00133, 0.00133],[0.000602, 0.000602],[0.000398, 0.000398],[0.001219, 0.001219]]"
"5","2024-08-04","[[0.001522, 0.001522],[0.001364, 0.001364],[0.000622, 0.000622],[0.000418, 0.000418],[0.00125, 0.00125]]"
"6","2024-08-05","[[0.001556, 0.001556],[0.001398, 0.001398],[0.000643, 0.000643],[0.000438, 0.000438],[0.001282, 0.001282]]"
"7","2024-08-06","[[0.001591, 0.001591],[0.001433, 0.001433],[0.000664, 0.000664],[0.000459, 0.000459],[0.001314, 0.001314]]"
"8","2024-08-07","[[0.001626, 0.001626],[0.001468, 0.001468],[0.000686, 0.000686],[0.000481, 0.000481],[0.001346, 0.001346]]"
"9","2024-08-08","[[0.001662, 0.001662],[0.001504, 0.001504],[0.000708, 0.000708],[0.000504, 0.000504],[0.00138, 0.00138]]"
"10","2024-08-09","[[0.001699, 0.001699],[0.00154, 0.00154],[0.000731, 0.000731],[0.000528, 0.000528],[0.001414, 0.001414]]"
"11","2024-08-10","[[0.001736, 0.001736],[0.001578, 0.001578],[0.000754, 0.000754],[0.000553, 0.000553],[0.001449, 0.001449]]"
"12","2024-08-11","[[0.001774, 0.001774],[0.001615, 0.001615],[0.000778, 0.000778],[0.000579, 0.000579],[0.001484, 0.001484]]"
"13","2024-08-12","[[0.001812, 0.001812],[0.001654, 0.001654],[0.000803, 0.000803],[0.000607, 0.000607],[0.00152, 0.00152]]"
"14","2024-08-13","[[0.00185, 0.00185],[0.001693, 0.001693],[0.000828, 0.000828],[0.000635, 0.000635],[0.001557, 0.001557]]"
"15","2024-08-14","[[0.00189, 0.00189],[0.001732, 0.001732],[0.000854, 0.000854],[0.000665, 0.000665],[0.001595, 0.001595]]"
"16","2024-08-15","[[0.001929, 0.001929],[0.001772, 0.001772],[0.000881, 0.000881],[0.000696, 0.000696],[0.001633, 0.001633]]"
"17","2024-08-16","[[0.001969, 0.001969],[0.001813, 0.001813],[0.000908, 0.000908],[0.000729, 0.000729],[0.001672, 0.001672]]"
"18","2024-08-17","[[0.00201, 0.00201],[0.001855, 0.001855],[0.000936, 0.000936],[0.000763, 0.000763],[0.001712, 0.001712]]"
"19","2024-08-18","[[0.002051, 0.002051],[0.001896, 0.001896],[0.000965, 0.000965],[0.000798, 0.000798],[0.001752, 0.001752]]"
"20","2024-08-19","[[0.002093, 0.002093],[0.001939, 0.001939],[0.000994, 0.000994],[0.000835, 0.000835],[0.001793, 0.001793]]"
"21","2024-08-20","[[0.002135, 0.002135],[0.001982, 0.001982],[0.001024, 0.001024],[0.000873, 0.000873],[0.001835, 0.001835]]"
"22","2024-08-21","[[0.002178, 0.002178],[0.002025, 0.002025],[0.001054, 0.001054],[0.000913, 0.000913],[0.001877, 0.001877]]"
"23","2024-08-22","[[0.002221, 0.002221],[0.002069, 0.002069],[0.001085, 0.001085],[0.000954, 0.000954],[0.00192, 0.00192]]"
"24","2024-08-23","[[0.002264, 0.002264],[0.002113, 0.002113],[0.001117, 0.001117],[0.000997, 0.000997],[0.001964, 0.001964]]"
"25","2024-08-24","[[0.002308, 0.002308],[0.002158, 0.002158],[0.00115, 0.00115],[0.001041, 0.001041],[0.002009, 0.002009]]"
"26","2024-08-25","[[0.002352, 0.002352],[0.002203, 0.002203],[0.001183, 0.001183],[0.001088, 0.001088],[0.002054, 0.002054]]"
"27","2024-08-26","[[0.002397, 0.002397],[0.002249, 0.002249],[0.001216, 0.001216],[0.001136, 0.001136],[0.0021, 0.0021]]"
"28","2024-08-27","[[0.002442, 0.002442],[0.002295, 0.002295],[0.001251, 0.001251],[0.001185, 0.001185],[0.002146, 0.002146]]"
"29","2024-08-28","[[0.002487, 0.002487],[0.002341, 0.002341],[0.001285, 0.001285],[0.001237, 0.001237],[0.002194, 0.002194]]"
"30","2024-08-29","[[0.002533, 0.002533],[0.002388, 0.002388],[0.001321, 0.001321],[0.00129, 0.00129],[0.002242, 0.002242]]"
