"","date","daily_vaccines"
"1","2023-07-31","[[0.041534, 0.041534],[0.05857, 0.05857],[0.026616, 0.026616],[0.00547, 0.00547],[0.017728, 0.017728]]"
"2","2023-08-01","[[0.001384, 0.001384],[0.001616, 0.001616],[0.000641, 0.000641],[0.000301, 0.000301],[0.000799, 0.000799]]"
"3","2023-08-02","[[0.001428, 0.001428],[0.001656, 0.001656],[0.000655, 0.000655],[0.000317, 0.000317],[0.000834, 0.000834]]"
"4","2023-08-03","[[0.001472, 0.001472],[0.001697, 0.001697],[0.00067, 0.00067],[0.000335, 0.000335],[0.000871, 0.000871]]"
"5","2023-08-04","[[0.001518, 0.001518],[0.001739, 0.001739],[0.000685, 0.000685],[0.000353, 0.000353],[0.000909, 0.000909]]"
"6","2023-08-05","[[0.001565, 0.001565],[0.001782, 0.001782],[0.0007, 0.0007],[0.000372, 0.000372],[0.000949, 0.000949]]"
"7","2023-08-06","[[0.001614, 0.001614],[0.001826, 0.001826],[0.000716, 0.000716],[0.000392, 0.000392],[0.00099, 0.00099]]"
"8","2023-08-07","[[0.001663, 0.001663],[0.00187, 0.00187],[0.000732, 0.000732],[0.000413, 0.000413],[0.001033, 0.001033]]"
"9","2023-08-08","[[0.001714, 0.001714],[0.001915, 0.001915],[0.000748, 0.000748],[0.000435, 0.000435],[0.001078, 0.001078]]"
"10","2023-08-09","[[0.001766, 0.001766],[0.001961, 0.001961],[0.000764, 0.000764],[0.000459, 0.000459],[0.001125, 0.001125]]"
"11","2023-08-10","[[0.001819, 0.001819],[0.002007, 0.002007],[0.000781, 0.000781],[0.000483, 0.000483],[0.001174, 0.001174]]"
"12","2023-08-11","[[0.001874, 0.001874],[0.002055, 0.002055],[0.000798, 0.000798],[0.000509, 0.000509],[0.001224, 0.001224]]"
"13","2023-08-12","[[0.00193, 0.00193],[0.002103, 0.002103],[0.000815, 0.000815],[0.000536, 0.000536],[0.001277, 0.001277]]"
"14","2023-08-13","[[0.001988, 0.001988],[0.002152, 0.002152],[0.000833, 0.000833],[0.000565, 0.000565],[0.001332, 0.001332]]"
"15","2023-08-14","[[0.002047, 0.002047],[0.002201, 0.002201],[0.000851, 0.000851],[0.000595, 0.000595],[0.001389, 0.001389]]"
"16","2023-08-15","[[0.002107, 0.002107],[0.002252, 0.002252],[0.000869, 0.000869],[0.000626, 0.000626],[0.001448, 0.001448]]"
