"","date","daily_vaccines"
"1","2023-07-31","[[0.034773, 0.034773],[0.049035, 0.049035],[0.022283, 0.022283],[0.00458, 0.00458],[0.014842, 0.014842]]"
"2","2023-08-01","[[0.001159, 0.001159],[0.001353, 0.001353],[0.000537, 0.000537],[0.000252, 0.000252],[0.000669, 0.000669]]"
"3","2023-08-02","[[0.001195, 0.001195],[0.001387, 0.001387],[0.000549, 0.000549],[0.000266, 0.000266],[0.000698, 0.000698]]"
"4","2023-08-03","[[0.001233, 0.001233],[0.001421, 0.001421],[0.000561, 0.000561],[0.00028, 0.00028],[0.000729, 0.000729]]"
"5","2023-08-04","[[0.001271, 0.001271],[0.001456, 0.001456],[0.000573, 0.000573],[0.000295, 0.000295],[0.000761, 0.000761]]"
"6","2023-08-05","[[0.00131, 0.00131],[0.001492, 0.001492],[0.000586, 0.000586],[0.000311, 0.000311],[0.000794, 0.000794]]"
"7","2023-08-06","[[0.001351, 0.001351],[0.001528, 0.001528],[0.000599, 0.000599],[0.000328, 0.000328],[0.000829, 0.000829]]"
"8","2023-08-07","[[0.001392, 0.001392],[0.001565, 0.001565],[0.000612, 0.000612],[0.000346, 0.000346],[0.000865, 0.000865]]"
"9","2023-08-08","[[0.001435, 0.001435],[0.001603, 0.001603],[0.000626, 0.000626],[0.000364, 0.000364],[0.000903, 0.000903]]"
"10","2023-08-09","[[0.001479, 0.001479],[0.001642, 0.001642],[0.00064, 0.00064],[0.000384, 0.000384],[0.000942, 0.000942]]"
"11","2023-08-10","[[0.001523, 0.001523],[0.001681, 0.001681],[0.000654, 0.000654],[0.000404, 0.000404],[0.000983, 0.000983]]"
"12","2023-08-11","[[0.001569, 0.001569],[0.00172, 0.00172],[0.000668, 0.000668],[0.000426, 0.000426],[0.001025, 0.001025]]"
"13","2023-08-12","[[0.001616, 0.001616],[0.00176, 0.00176],[0.000682, 0.000682],[0.000449, 0.000449],[0.001069, 0.001069]]"
