beta_baseline,humidity_impact,E0_scale,phi,ihr_scale__0,ihr_scale__1-4,ihr_scale__5-12,ihr_scale__13-17,ihr_scale__18-49,ihr_scale__50-64,ihr_scale__65+
0.043760442421685405,0.16687249800006737,0.2254457999291717,9.126423891054998,0.2676323920787134,0.28397644510286574,0.1820245012023685,0.13706051769911534,0.10136085267181472,0.12834123477631304,0.1626815514937421
