beta_baseline,humidity_impact,E0_scale,phi,ihr_scale__0,ihr_scale__1-4,ihr_scale__5-12,ihr_scale__13-17,ihr_scale__18-49,ihr_scale__50-64,ihr_scale__65+
0.04396324712644797,0.16209621318501416,0.20994612611611868,10.00036600308578,0.25774607048517956,0.2811205643866113,0.18634481932386035,0.14165207630373913,0.10003438276549816,0.12914146624557135,0.16203973630538648
