date,value
2025-07-27,0.114285714
2025-07-28,0.228571428
2025-07-29,0.342857142
2025-07-30,0.457142856
2025-07-31,0.57142857
2025-08-01,0.685714284
2025-08-02,0.799999998
2025-08-03,0.799999998
2025-08-04,0.799999998
2025-08-05,0.799999998
2025-08-06,0.799999998
2025-08-07,0.799999998
2025-08-08,0.799999998
2025-08-09,0.799999998
2025-08-10,0.914285712
2025-08-11,1.028571426
2025-08-12,1.14285714
2025-08-13,1.257142854
2025-08-14,1.371428568
2025-08-15,1.485714282
2025-08-16,1.599999996
2025-08-17,1.599999996
2025-08-18,1.599999996
2025-08-19,1.599999996
2025-08-20,1.599999996
2025-08-21,1.599999996
2025-08-22,1.599999996
2025-08-23,1.599999996
2025-08-24,1.828571425
2025-08-25,2.057142854
2025-08-26,2.285714283
2025-08-27,2.514285712
2025-08-28,2.742857141
2025-08-29,2.97142857
2025-08-30,3.199999999
2025-08-31,3.428571428
2025-09-01,3.657142857
2025-09-02,3.8857142860000002
2025-09-03,4.114285715
2025-09-04,4.342857144
2025-09-05,4.5714285729999995
2025-09-06,4.800000001999999
2025-09-07,4.800000001999999
2025-09-08,4.800000001999999
2025-09-09,4.800000001999999
2025-09-10,4.800000001999999
2025-09-11,4.800000001999999
2025-09-12,4.800000001999999
2025-09-13,4.800000001999999
2025-09-14,4.800000001999999
2025-09-15,4.800000001999999
2025-09-16,4.800000001999999
2025-09-17,4.800000001999999
2025-09-18,4.800000001999999
2025-09-19,4.800000001999999
2025-09-20,4.800000001999999
2025-09-21,4.800000001999999
2025-09-22,4.800000001999999
2025-09-23,4.800000001999999
2025-09-24,4.800000001999999
2025-09-25,4.800000001999999
2025-09-26,4.800000001999999
2025-09-27,4.800000001999999
2025-09-28,5.257142858999999
2025-09-29,5.714285715999999
2025-09-30,6.171428572999999
2025-10-01,6.628571429999999
2025-10-02,7.085714286999999
2025-10-03,7.542857143999999
2025-10-04,8.000000001
2025-10-05,8.000000001
2025-10-06,8.000000001
2025-10-07,8.000000001
2025-10-08,8.000000001
2025-10-09,8.000000001
2025-10-10,8.000000001
2025-10-11,8.000000001
2025-10-12,8.22857143
2025-10-13,8.457142859000001
2025-10-14,8.685714288000002
2025-10-15,8.914285717000002
2025-10-16,9.142857146000003
2025-10-17,9.371428575000003
2025-10-18,9.600000004000004
2025-10-19,9.600000004000004
2025-10-20,9.600000004000004
2025-10-21,9.600000004000004
2025-10-22,9.600000004000004
2025-10-23,9.600000004000004
2025-10-24,9.600000004000004
2025-10-25,9.600000004000004
2025-10-26,9.714285718000003
2025-10-27,9.828571432000002
2025-10-28,9.942857146000001
2025-10-29,10.05714286
2025-10-30,10.171428574
2025-10-31,10.285714288
2025-11-01,10.400000001999999
2025-11-02,10.514285715999998
2025-11-03,10.628571429999997
2025-11-04,10.742857143999997
2025-11-05,10.857142857999996
2025-11-06,10.971428571999995
2025-11-07,11.085714285999995
2025-11-08,11.199999999999994
2025-11-09,11.428571428999994
2025-11-10,11.657142857999995
2025-11-11,11.885714286999995
2025-11-12,12.114285715999996
2025-11-13,12.342857144999996
2025-11-14,12.571428573999997
2025-11-15,12.800000002999997
2025-11-16,12.914285716999997
2025-11-17,13.028571430999996
2025-11-18,13.142857144999995
2025-11-19,13.257142858999995
2025-11-20,13.371428572999994
2025-11-21,13.485714286999993
2025-11-22,13.600000000999993
2025-11-23,13.600000000999993
2025-11-24,13.600000000999993
2025-11-25,13.600000000999993
2025-11-26,13.600000000999993
2025-11-27,13.600000000999993
2025-11-28,13.600000000999993
2025-11-29,13.600000000999993
2025-11-30,14.057142857999992
2025-12-01,14.514285714999993
2025-12-02,14.971428571999994
2025-12-03,15.428571428999994
2025-12-04,15.885714285999995
2025-12-05,16.342857142999996
2025-12-06,16.799999999999997
2025-12-07,17.371428570999996
2025-12-08,17.942857141999994
2025-12-09,18.514285712999992
2025-12-10,19.08571428399999
2025-12-11,19.65714285499999
2025-12-12,20.228571425999988
2025-12-13,20.799999996999986
2025-12-14,21.942857139999987
2025-12-15,23.085714282999987
2025-12-16,24.228571425999988
2025-12-17,25.37142856899999
2025-12-18,26.51428571199999
2025-12-19,27.65714285499999
2025-12-20,28.79999999799999
2025-12-21,31.19999999799999
2025-12-22,33.59999999799999
2025-12-23,35.999999997999986
2025-12-24,38.399999997999984
2025-12-25,40.79999999799998
2025-12-26,43.19999999799998
2025-12-27,45.59999999799998
2025-12-28,50.85714285499998
2025-12-29,56.114285711999976
2025-12-30,61.371428568999974
2025-12-31,66.62857142599998
2026-01-01,71.88571428299998
2026-01-02,77.14285713999999
2026-01-03,82.399999997
2026-01-04,83.657142854
2026-01-05,84.914285711
2026-01-06,86.17142856800001
2026-01-07,87.42857142500002
2026-01-08,88.68571428200002
2026-01-09,89.94285713900003
2026-01-10,91.19999999600003
2026-01-11,93.02857142500002
2026-01-12,94.85714285400002
2026-01-13,96.68571428300001
2026-01-14,98.514285712
2026-01-15,100.342857141
2026-01-16,102.17142856999999
2026-01-17,103.99999999899998
2026-01-18,105.37142856999998
2026-01-19,106.74285714099997
2026-01-20,108.11428571199997
2026-01-21,109.48571428299996
2026-01-22,110.85714285399996
2026-01-23,112.22857142499996
2026-01-24,113.59999999599995
2026-01-25,117.02857142499995
2026-01-26,120.45714285399995
2026-01-27,123.88571428299996
2026-01-28,127.31428571199996
2026-01-29,130.74285714099994
2026-01-30,134.17142856999993
2026-01-31,137.59999999899992
2026-02-01,138.05714285599993
2026-02-02,138.51428571299994
2026-02-03,138.97142856999994
2026-02-04,139.42857142699995
2026-02-05,139.88571428399996
2026-02-06,140.34285714099997
2026-02-07,140.79999999799998
2026-02-08,141.02857142699997
2026-02-09,141.25714285599997
2026-02-10,141.48571428499997
2026-02-11,141.71428571399997
2026-02-12,141.94285714299997
2026-02-13,142.17142857199997
2026-02-14,142.40000000099997
2026-02-15,143.20000000099998
2026-02-16,144.000000001
2026-02-17,144.800000001
2026-02-18,145.600000001
2026-02-19,146.40000000100002
2026-02-20,147.20000000100003
2026-02-21,148.00000000100005
2026-02-22,148.11428571500005
2026-02-23,148.22857142900006
2026-02-24,148.34285714300006
2026-02-25,148.45714285700006
2026-02-26,148.57142857100007
2026-02-27,148.68571428500007
2026-02-28,148.79999999900008
2026-03-01,149.2571428560001
2026-03-02,149.7142857130001
2026-03-03,150.1714285700001
2026-03-04,150.6285714270001
2026-03-05,151.08571428400012
2026-03-06,151.54285714100013
