"","date","daily_vaccines"
"1","2024-07-01","[[0.02695, 0.02695],[0.020055, 0.020055],[0.005765, 0.005765],[0.001756, 0.001756],[0.019689, 0.019689]]"
"2","2024-07-02","[[0.000723, 0.000723],[0.000594, 0.000594],[0.000211, 0.000211],[0.000089, 0.000089],[0.000555, 0.000555]]"
"3","2024-07-03","[[0.000742, 0.000742],[0.00061, 0.00061],[0.000219, 0.000219],[0.000093, 0.000093],[0.00057, 0.00057]]"
"4","2024-07-04","[[0.000761, 0.000761],[0.000628, 0.000628],[0.000227, 0.000227],[0.000098, 0.000098],[0.000586, 0.000586]]"
"5","2024-07-05","[[0.00078, 0.00078],[0.000646, 0.000646],[0.000235, 0.000235],[0.000103, 0.000103],[0.000602, 0.000602]]"
"6","2024-07-06","[[0.0008, 0.0008],[0.000664, 0.000664],[0.000243, 0.000243],[0.000108, 0.000108],[0.000618, 0.000618]]"
"7","2024-07-07","[[0.00082, 0.00082],[0.000682, 0.000682],[0.000252, 0.000252],[0.000113, 0.000113],[0.000635, 0.000635]]"
"8","2024-07-08","[[0.000841, 0.000841],[0.000702, 0.000702],[0.000261, 0.000261],[0.000119, 0.000119],[0.000652, 0.000652]]"
"9","2024-07-09","[[0.000862, 0.000862],[0.000721, 0.000721],[0.00027, 0.00027],[0.000125, 0.000125],[0.00067, 0.00067]]"
"10","2024-07-10","[[0.000884, 0.000884],[0.000742, 0.000742],[0.00028, 0.00028],[0.000131, 0.000131],[0.000688, 0.000688]]"
"11","2024-07-11","[[0.000906, 0.000906],[0.000762, 0.000762],[0.00029, 0.00029],[0.000138, 0.000138],[0.000707, 0.000707]]"
"12","2024-07-12","[[0.000929, 0.000929],[0.000783, 0.000783],[0.0003, 0.0003],[0.000145, 0.000145],[0.000726, 0.000726]]"
"13","2024-07-13","[[0.000952, 0.000952],[0.000805, 0.000805],[0.000311, 0.000311],[0.000152, 0.000152],[0.000746, 0.000746]]"
"14","2024-07-14","[[0.000976, 0.000976],[0.000827, 0.000827],[0.000322, 0.000322],[0.00016, 0.00016],[0.000766, 0.000766]]"
"15","2024-07-15","[[0.001, 0.001],[0.00085, 0.00085],[0.000333, 0.000333],[0.000168, 0.000168],[0.000786, 0.000786]]"
"16","2024-07-16","[[0.001025, 0.001025],[0.000873, 0.000873],[0.000345, 0.000345],[0.000176, 0.000176],[0.000807, 0.000807]]"
"17","2024-07-17","[[0.00105, 0.00105],[0.000897, 0.000897],[0.000357, 0.000357],[0.000185, 0.000185],[0.000829, 0.000829]]"
"18","2024-07-18","[[0.001076, 0.001076],[0.000922, 0.000922],[0.00037, 0.00037],[0.000194, 0.000194],[0.000851, 0.000851]]"
"19","2024-07-19","[[0.001102, 0.001102],[0.000947, 0.000947],[0.000382, 0.000382],[0.000204, 0.000204],[0.000873, 0.000873]]"
"20","2024-07-20","[[0.001129, 0.001129],[0.000972, 0.000972],[0.000396, 0.000396],[0.000214, 0.000214],[0.000896, 0.000896]]"
"21","2024-07-21","[[0.001156, 0.001156],[0.000998, 0.000998],[0.000409, 0.000409],[0.000224, 0.000224],[0.00092, 0.00092]]"
"22","2024-07-22","[[0.001184, 0.001184],[0.001025, 0.001025],[0.000424, 0.000424],[0.000235, 0.000235],[0.000944, 0.000944]]"
"23","2024-07-23","[[0.001213, 0.001213],[0.001053, 0.001053],[0.000438, 0.000438],[0.000247, 0.000247],[0.000969, 0.000969]]"
"24","2024-07-24","[[0.001242, 0.001242],[0.001081, 0.001081],[0.000453, 0.000453],[0.000259, 0.000259],[0.000994, 0.000994]]"
"25","2024-07-25","[[0.001271, 0.001271],[0.001109, 0.001109],[0.000469, 0.000469],[0.000272, 0.000272],[0.00102, 0.00102]]"
"26","2024-07-26","[[0.001302, 0.001302],[0.001138, 0.001138],[0.000485, 0.000485],[0.000285, 0.000285],[0.001047, 0.001047]]"
"27","2024-07-27","[[0.001332, 0.001332],[0.001168, 0.001168],[0.000502, 0.000502],[0.000299, 0.000299],[0.001074, 0.001074]]"
"28","2024-07-28","[[0.001364, 0.001364],[0.001199, 0.001199],[0.000519, 0.000519],[0.000314, 0.000314],[0.001102, 0.001102]]"
"29","2024-07-29","[[0.001396, 0.001396],[0.00123, 0.00123],[0.000536, 0.000536],[0.00033, 0.00033],[0.00113, 0.00113]]"
"30","2024-07-30","[[0.001428, 0.001428],[0.001262, 0.001262],[0.000554, 0.000554],[0.000346, 0.000346],[0.001159, 0.001159]]"
"31","2024-07-31","[[0.001461, 0.001461],[0.001294, 0.001294],[0.000573, 0.000573],[0.000363, 0.000363],[0.001189, 0.001189]]"
"32","2024-08-01","[[0.001495, 0.001495],[0.001327, 0.001327],[0.000592, 0.000592],[0.00038, 0.00038],[0.00122, 0.00122]]"
"33","2024-08-02","[[0.001529, 0.001529],[0.001361, 0.001361],[0.000612, 0.000612],[0.000399, 0.000399],[0.001251, 0.001251]]"
"34","2024-08-03","[[0.001564, 0.001564],[0.001395, 0.001395],[0.000632, 0.000632],[0.000418, 0.000418],[0.001282, 0.001282]]"
"35","2024-08-04","[[0.0016, 0.0016],[0.00143, 0.00143],[0.000653, 0.000653],[0.000438, 0.000438],[0.001315, 0.001315]]"
"36","2024-08-05","[[0.001636, 0.001636],[0.001466, 0.001466],[0.000675, 0.000675],[0.000459, 0.000459],[0.001348, 0.001348]]"
"37","2024-08-06","[[0.001672, 0.001672],[0.001503, 0.001503],[0.000697, 0.000697],[0.000482, 0.000482],[0.001381, 0.001381]]"
"38","2024-08-07","[[0.00171, 0.00171],[0.00154, 0.00154],[0.00072, 0.00072],[0.000505, 0.000505],[0.001416, 0.001416]]"
"39","2024-08-08","[[0.001747, 0.001747],[0.001577, 0.001577],[0.000743, 0.000743],[0.000529, 0.000529],[0.001451, 0.001451]]"
"40","2024-08-09","[[0.001786, 0.001786],[0.001616, 0.001616],[0.000767, 0.000767],[0.000554, 0.000554],[0.001487, 0.001487]]"
"41","2024-08-10","[[0.001825, 0.001825],[0.001655, 0.001655],[0.000792, 0.000792],[0.000581, 0.000581],[0.001523, 0.001523]]"
"42","2024-08-11","[[0.001864, 0.001864],[0.001694, 0.001694],[0.000817, 0.000817],[0.000608, 0.000608],[0.001561, 0.001561]]"
"43","2024-08-12","[[0.001904, 0.001904],[0.001734, 0.001734],[0.000843, 0.000843],[0.000637, 0.000637],[0.001599, 0.001599]]"
"44","2024-08-13","[[0.001945, 0.001945],[0.001775, 0.001775],[0.000869, 0.000869],[0.000667, 0.000667],[0.001637, 0.001637]]"
"45","2024-08-14","[[0.001986, 0.001986],[0.001817, 0.001817],[0.000897, 0.000897],[0.000698, 0.000698],[0.001677, 0.001677]]"
"46","2024-08-15","[[0.002028, 0.002028],[0.001859, 0.001859],[0.000925, 0.000925],[0.000731, 0.000731],[0.001717, 0.001717]]"
"47","2024-08-16","[[0.00207, 0.00207],[0.001902, 0.001902],[0.000953, 0.000953],[0.000765, 0.000765],[0.001758, 0.001758]]"
"48","2024-08-17","[[0.002113, 0.002113],[0.001945, 0.001945],[0.000982, 0.000982],[0.000801, 0.000801],[0.0018, 0.0018]]"
"49","2024-08-18","[[0.002156, 0.002156],[0.001989, 0.001989],[0.001012, 0.001012],[0.000838, 0.000838],[0.001842, 0.001842]]"
"50","2024-08-19","[[0.0022, 0.0022],[0.002033, 0.002033],[0.001043, 0.001043],[0.000876, 0.000876],[0.001885, 0.001885]]"
"51","2024-08-20","[[0.002244, 0.002244],[0.002078, 0.002078],[0.001074, 0.001074],[0.000916, 0.000916],[0.001929, 0.001929]]"
"52","2024-08-21","[[0.002289, 0.002289],[0.002124, 0.002124],[0.001106, 0.001106],[0.000958, 0.000958],[0.001974, 0.001974]]"
"53","2024-08-22","[[0.002334, 0.002334],[0.00217, 0.00217],[0.001139, 0.001139],[0.001001, 0.001001],[0.002019, 0.002019]]"
"54","2024-08-23","[[0.00238, 0.00238],[0.002216, 0.002216],[0.001173, 0.001173],[0.001046, 0.001046],[0.002065, 0.002065]]"
"55","2024-08-24","[[0.002426, 0.002426],[0.002263, 0.002263],[0.001207, 0.001207],[0.001093, 0.001093],[0.002112, 0.002112]]"
"56","2024-08-25","[[0.002473, 0.002473],[0.002311, 0.002311],[0.001241, 0.001241],[0.001142, 0.001142],[0.00216, 0.00216]]"
"57","2024-08-26","[[0.00252, 0.00252],[0.002359, 0.002359],[0.001277, 0.001277],[0.001192, 0.001192],[0.002208, 0.002208]]"
"58","2024-08-27","[[0.002567, 0.002567],[0.002407, 0.002407],[0.001313, 0.001313],[0.001244, 0.001244],[0.002257, 0.002257]]"
"59","2024-08-28","[[0.002614, 0.002614],[0.002456, 0.002456],[0.001349, 0.001349],[0.001299, 0.001299],[0.002307, 0.002307]]"
"60","2024-08-29","[[0.002662, 0.002662],[0.002505, 0.002505],[0.001386, 0.001386],[0.001355, 0.001355],[0.002357, 0.002357]]"
"61","2024-08-30","[[0.00271, 0.00271],[0.002554, 0.002554],[0.001424, 0.001424],[0.001413, 0.001413],[0.002408, 0.002408]]"
"62","2024-08-31","[[0.002759, 0.002759],[0.002603, 0.002603],[0.001462, 0.001462],[0.001472, 0.001472],[0.00246, 0.00246]]"
"63","2024-09-01","[[0.002807, 0.002807],[0.002653, 0.002653],[0.001501, 0.001501],[0.001534, 0.001534],[0.002512, 0.002512]]"
"64","2024-09-02","[[0.002856, 0.002856],[0.002703, 0.002703],[0.001541, 0.001541],[0.001598, 0.001598],[0.002565, 0.002565]]"
"65","2024-09-03","[[0.002905, 0.002905],[0.002753, 0.002753],[0.001581, 0.001581],[0.001664, 0.001664],[0.002619, 0.002619]]"
"66","2024-09-04","[[0.002954, 0.002954],[0.002803, 0.002803],[0.001621, 0.001621],[0.001732, 0.001732],[0.002673, 0.002673]]"
"67","2024-09-05","[[0.003004, 0.003004],[0.002854, 0.002854],[0.001662, 0.001662],[0.001802, 0.001802],[0.002728, 0.002728]]"
"68","2024-09-06","[[0.003053, 0.003053],[0.002904, 0.002904],[0.001703, 0.001703],[0.001873, 0.001873],[0.002783, 0.002783]]"
"69","2024-09-07","[[0.003102, 0.003102],[0.002954, 0.002954],[0.001745, 0.001745],[0.001947, 0.001947],[0.002839, 0.002839]]"
"70","2024-09-08","[[0.003152, 0.003152],[0.003004, 0.003004],[0.001787, 0.001787],[0.002023, 0.002023],[0.002896, 0.002896]]"
"71","2024-09-09","[[0.003201, 0.003201],[0.003054, 0.003054],[0.001829, 0.001829],[0.0021, 0.0021],[0.002952, 0.002952]]"
"72","2024-09-10","[[0.00325, 0.00325],[0.003104, 0.003104],[0.001871, 0.001871],[0.00218, 0.00218],[0.00301, 0.00301]]"
"73","2024-09-11","[[0.003299, 0.003299],[0.003154, 0.003154],[0.001914, 0.001914],[0.002261, 0.002261],[0.003068, 0.003068]]"
"74","2024-09-12","[[0.003348, 0.003348],[0.003203, 0.003203],[0.001957, 0.001957],[0.002343, 0.002343],[0.003126, 0.003126]]"
"75","2024-09-13","[[0.003397, 0.003397],[0.003252, 0.003252],[0.001999, 0.001999],[0.002428, 0.002428],[0.003184, 0.003184]]"
"76","2024-09-14","[[0.003446, 0.003446],[0.003301, 0.003301],[0.002042, 0.002042],[0.002514, 0.002514],[0.003243, 0.003243]]"
"77","2024-09-15","[[0.003494, 0.003494],[0.003349, 0.003349],[0.002085, 0.002085],[0.002601, 0.002601],[0.003302, 0.003302]]"
"78","2024-09-16","[[0.003542, 0.003542],[0.003397, 0.003397],[0.002128, 0.002128],[0.002689, 0.002689],[0.003361, 0.003361]]"
"79","2024-09-17","[[0.003589, 0.003589],[0.003444, 0.003444],[0.002171, 0.002171],[0.002779, 0.002779],[0.003421, 0.003421]]"
"80","2024-09-18","[[0.003636, 0.003636],[0.003491, 0.003491],[0.002213, 0.002213],[0.002869, 0.002869],[0.003481, 0.003481]]"
"81","2024-09-19","[[0.003683, 0.003683],[0.003537, 0.003537],[0.002255, 0.002255],[0.002961, 0.002961],[0.003541, 0.003541]]"
"82","2024-09-20","[[0.003729, 0.003729],[0.003582, 0.003582],[0.002297, 0.002297],[0.003053, 0.003053],[0.003601, 0.003601]]"
"83","2024-09-21","[[0.003774, 0.003774],[0.003626, 0.003626],[0.002339, 0.002339],[0.003145, 0.003145],[0.00366, 0.00366]]"
"84","2024-09-22","[[0.003819, 0.003819],[0.00367, 0.00367],[0.00238, 0.00238],[0.003238, 0.003238],[0.00372, 0.00372]]"
"85","2024-09-23","[[0.003863, 0.003863],[0.003712, 0.003712],[0.00242, 0.00242],[0.00333, 0.00333],[0.00378, 0.00378]]"
"86","2024-09-24","[[0.003906, 0.003906],[0.003754, 0.003754],[0.00246, 0.00246],[0.003423, 0.003423],[0.00384, 0.00384]]"
"87","2024-09-25","[[0.003949, 0.003949],[0.003794, 0.003794],[0.002499, 0.002499],[0.003515, 0.003515],[0.0039, 0.0039]]"
"88","2024-09-26","[[0.003991, 0.003991],[0.003834, 0.003834],[0.002537, 0.002537],[0.003606, 0.003606],[0.003959, 0.003959]]"
"89","2024-09-27","[[0.004032, 0.004032],[0.003872, 0.003872],[0.002574, 0.002574],[0.003696, 0.003696],[0.004018, 0.004018]]"
"90","2024-09-28","[[0.004072, 0.004072],[0.003909, 0.003909],[0.002611, 0.002611],[0.003785, 0.003785],[0.004077, 0.004077]]"
"91","2024-09-29","[[0.004111, 0.004111],[0.003945, 0.003945],[0.002646, 0.002646],[0.003873, 0.003873],[0.004135, 0.004135]]"
"92","2024-09-30","[[0.004149, 0.004149],[0.003979, 0.003979],[0.002681, 0.002681],[0.003958, 0.003958],[0.004193, 0.004193]]"
"93","2024-10-01","[[0.004186, 0.004186],[0.004012, 0.004012],[0.002714, 0.002714],[0.004042, 0.004042],[0.00425, 0.00425]]"
"94","2024-10-02","[[0.004222, 0.004222],[0.004044, 0.004044],[0.002746, 0.002746],[0.004123, 0.004123],[0.004307, 0.004307]]"
"95","2024-10-03","[[0.004256, 0.004256],[0.004074, 0.004074],[0.002777, 0.002777],[0.004201, 0.004201],[0.004363, 0.004363]]"
"96","2024-10-04","[[0.00429, 0.00429],[0.004103, 0.004103],[0.002806, 0.002806],[0.004276, 0.004276],[0.004418, 0.004418]]"
"97","2024-10-05","[[0.004322, 0.004322],[0.00413, 0.00413],[0.002834, 0.002834],[0.004348, 0.004348],[0.004473, 0.004473]]"
"98","2024-10-06","[[0.004353, 0.004353],[0.004155, 0.004155],[0.00286, 0.00286],[0.004416, 0.004416],[0.004527, 0.004527]]"
"99","2024-10-07","[[0.004382, 0.004382],[0.004179, 0.004179],[0.002885, 0.002885],[0.004481, 0.004481],[0.00458, 0.00458]]"
"100","2024-10-08","[[0.00441, 0.00441],[0.004201, 0.004201],[0.002908, 0.002908],[0.004541, 0.004541],[0.004632, 0.004632]]"
"101","2024-10-09","[[0.004437, 0.004437],[0.004221, 0.004221],[0.00293, 0.00293],[0.004596, 0.004596],[0.004683, 0.004683]]"
"102","2024-10-10","[[0.004462, 0.004462],[0.004239, 0.004239],[0.002949, 0.002949],[0.004647, 0.004647],[0.004732, 0.004732]]"
"103","2024-10-11","[[0.004486, 0.004486],[0.004256, 0.004256],[0.002967, 0.002967],[0.004693, 0.004693],[0.004781, 0.004781]]"
"104","2024-10-12","[[0.004508, 0.004508],[0.00427, 0.00427],[0.002983, 0.002983],[0.004734, 0.004734],[0.004828, 0.004828]]"
"105","2024-10-13","[[0.004529, 0.004529],[0.004283, 0.004283],[0.002997, 0.002997],[0.00477, 0.00477],[0.004874, 0.004874]]"
"106","2024-10-14","[[0.004548, 0.004548],[0.004294, 0.004294],[0.003009, 0.003009],[0.0048, 0.0048],[0.004919, 0.004919]]"
"107","2024-10-15","[[0.004565, 0.004565],[0.004303, 0.004303],[0.00302, 0.00302],[0.004824, 0.004824],[0.004963, 0.004963]]"
"108","2024-10-16","[[0.004581, 0.004581],[0.00431, 0.00431],[0.003028, 0.003028],[0.004842, 0.004842],[0.005004, 0.005004]]"
"109","2024-10-17","[[0.004595, 0.004595],[0.004315, 0.004315],[0.003034, 0.003034],[0.004855, 0.004855],[0.005045, 0.005045]]"
"110","2024-10-18","[[0.004608, 0.004608],[0.004318, 0.004318],[0.003038, 0.003038],[0.004862, 0.004862],[0.005084, 0.005084]]"
"111","2024-10-19","[[0.004618, 0.004618],[0.004319, 0.004319],[0.003041, 0.003041],[0.004863, 0.004863],[0.005121, 0.005121]]"
"112","2024-10-20","[[0.004627, 0.004627],[0.004318, 0.004318],[0.003041, 0.003041],[0.004858, 0.004858],[0.005156, 0.005156]]"
"113","2024-10-21","[[0.004635, 0.004635],[0.004315, 0.004315],[0.003039, 0.003039],[0.004847, 0.004847],[0.00519, 0.00519]]"
"114","2024-10-22","[[0.00464, 0.00464],[0.004311, 0.004311],[0.003035, 0.003035],[0.00483, 0.00483],[0.005222, 0.005222]]"
"115","2024-10-23","[[0.004644, 0.004644],[0.004304, 0.004304],[0.003029, 0.003029],[0.004807, 0.004807],[0.005252, 0.005252]]"
"116","2024-10-24","[[0.004646, 0.004646],[0.004295, 0.004295],[0.003021, 0.003021],[0.004778, 0.004778],[0.00528, 0.00528]]"
"117","2024-10-25","[[0.004646, 0.004646],[0.004285, 0.004285],[0.003011, 0.003011],[0.004744, 0.004744],[0.005306, 0.005306]]"
"118","2024-10-26","[[0.004644, 0.004644],[0.004272, 0.004272],[0.002999, 0.002999],[0.004705, 0.004705],[0.00533, 0.00533]]"
"119","2024-10-27","[[0.004641, 0.004641],[0.004257, 0.004257],[0.002985, 0.002985],[0.00466, 0.00466],[0.005352, 0.005352]]"
"120","2024-10-28","[[0.004636, 0.004636],[0.004241, 0.004241],[0.00297, 0.00297],[0.004611, 0.004611],[0.005372, 0.005372]]"
"121","2024-10-29","[[0.004629, 0.004629],[0.004223, 0.004223],[0.002952, 0.002952],[0.004556, 0.004556],[0.00539, 0.00539]]"
"122","2024-10-30","[[0.004621, 0.004621],[0.004203, 0.004203],[0.002933, 0.002933],[0.004498, 0.004498],[0.005406, 0.005406]]"
"123","2024-10-31","[[0.00461, 0.00461],[0.004181, 0.004181],[0.002911, 0.002911],[0.004434, 0.004434],[0.00542, 0.00542]]"
"124","2024-11-01","[[0.004598, 0.004598],[0.004158, 0.004158],[0.002889, 0.002889],[0.004367, 0.004367],[0.005431, 0.005431]]"
"125","2024-11-02","[[0.004584, 0.004584],[0.004133, 0.004133],[0.002864, 0.002864],[0.004296, 0.004296],[0.005441, 0.005441]]"
"126","2024-11-03","[[0.004569, 0.004569],[0.004106, 0.004106],[0.002838, 0.002838],[0.004222, 0.004222],[0.005448, 0.005448]]"
"127","2024-11-04","[[0.004552, 0.004552],[0.004078, 0.004078],[0.00281, 0.00281],[0.004145, 0.004145],[0.005453, 0.005453]]"
"128","2024-11-05","[[0.004533, 0.004533],[0.004048, 0.004048],[0.002781, 0.002781],[0.004064, 0.004064],[0.005456, 0.005456]]"
"129","2024-11-06","[[0.004513, 0.004513],[0.004016, 0.004016],[0.002751, 0.002751],[0.003982, 0.003982],[0.005456, 0.005456]]"
"130","2024-11-07","[[0.004491, 0.004491],[0.003983, 0.003983],[0.002719, 0.002719],[0.003897, 0.003897],[0.005455, 0.005455]]"
"131","2024-11-08","[[0.004468, 0.004468],[0.003949, 0.003949],[0.002686, 0.002686],[0.00381, 0.00381],[0.005451, 0.005451]]"
"132","2024-11-09","[[0.004443, 0.004443],[0.003913, 0.003913],[0.002652, 0.002652],[0.003721, 0.003721],[0.005445, 0.005445]]"
"133","2024-11-10","[[0.004416, 0.004416],[0.003877, 0.003877],[0.002616, 0.002616],[0.003631, 0.003631],[0.005436, 0.005436]]"
"134","2024-11-11","[[0.004389, 0.004389],[0.003838, 0.003838],[0.00258, 0.00258],[0.00354, 0.00354],[0.005426, 0.005426]]"
"135","2024-11-12","[[0.004359, 0.004359],[0.003799, 0.003799],[0.002543, 0.002543],[0.003448, 0.003448],[0.005413, 0.005413]]"
"136","2024-11-13","[[0.004329, 0.004329],[0.003759, 0.003759],[0.002505, 0.002505],[0.003356, 0.003356],[0.005398, 0.005398]]"
"137","2024-11-14","[[0.004297, 0.004297],[0.003717, 0.003717],[0.002466, 0.002466],[0.003263, 0.003263],[0.005381, 0.005381]]"
"138","2024-11-15","[[0.004264, 0.004264],[0.003675, 0.003675],[0.002426, 0.002426],[0.003171, 0.003171],[0.005362, 0.005362]]"
"139","2024-11-16","[[0.004229, 0.004229],[0.003631, 0.003631],[0.002386, 0.002386],[0.003078, 0.003078],[0.005341, 0.005341]]"
"140","2024-11-17","[[0.004194, 0.004194],[0.003587, 0.003587],[0.002345, 0.002345],[0.002986, 0.002986],[0.005318, 0.005318]]"
"141","2024-11-18","[[0.004157, 0.004157],[0.003542, 0.003542],[0.002303, 0.002303],[0.002894, 0.002894],[0.005293, 0.005293]]"
"142","2024-11-19","[[0.004119, 0.004119],[0.003496, 0.003496],[0.002262, 0.002262],[0.002804, 0.002804],[0.005265, 0.005265]]"
"143","2024-11-20","[[0.004081, 0.004081],[0.00345, 0.00345],[0.002219, 0.002219],[0.002714, 0.002714],[0.005236, 0.005236]]"
"144","2024-11-21","[[0.004041, 0.004041],[0.003403, 0.003403],[0.002177, 0.002177],[0.002625, 0.002625],[0.005205, 0.005205]]"
"145","2024-11-22","[[0.004, 0.004],[0.003355, 0.003355],[0.002134, 0.002134],[0.002537, 0.002537],[0.005173, 0.005173]]"
"146","2024-11-23","[[0.003958, 0.003958],[0.003307, 0.003307],[0.002092, 0.002092],[0.002451, 0.002451],[0.005138, 0.005138]]"
"147","2024-11-24","[[0.003916, 0.003916],[0.003258, 0.003258],[0.002049, 0.002049],[0.002366, 0.002366],[0.005102, 0.005102]]"
"148","2024-11-25","[[0.003873, 0.003873],[0.003209, 0.003209],[0.002006, 0.002006],[0.002283, 0.002283],[0.005064, 0.005064]]"
"149","2024-11-26","[[0.003829, 0.003829],[0.00316, 0.00316],[0.001963, 0.001963],[0.002202, 0.002202],[0.005024, 0.005024]]"
"150","2024-11-27","[[0.003784, 0.003784],[0.00311, 0.00311],[0.00192, 0.00192],[0.002122, 0.002122],[0.004983, 0.004983]]"
"151","2024-11-28","[[0.003739, 0.003739],[0.00306, 0.00306],[0.001878, 0.001878],[0.002044, 0.002044],[0.004941, 0.004941]]"
"152","2024-11-29","[[0.003693, 0.003693],[0.00301, 0.00301],[0.001835, 0.001835],[0.001968, 0.001968],[0.004897, 0.004897]]"
"153","2024-11-30","[[0.003647, 0.003647],[0.00296, 0.00296],[0.001793, 0.001793],[0.001894, 0.001894],[0.004851, 0.004851]]"
"154","2024-12-01","[[0.0036, 0.0036],[0.00291, 0.00291],[0.001751, 0.001751],[0.001821, 0.001821],[0.004804, 0.004804]]"
"155","2024-12-02","[[0.003552, 0.003552],[0.00286, 0.00286],[0.001709, 0.001709],[0.001751, 0.001751],[0.004756, 0.004756]]"
"156","2024-12-03","[[0.003504, 0.003504],[0.002809, 0.002809],[0.001668, 0.001668],[0.001683, 0.001683],[0.004707, 0.004707]]"
"157","2024-12-04","[[0.003456, 0.003456],[0.002759, 0.002759],[0.001627, 0.001627],[0.001616, 0.001616],[0.004657, 0.004657]]"
"158","2024-12-05","[[0.003408, 0.003408],[0.002709, 0.002709],[0.001587, 0.001587],[0.001552, 0.001552],[0.004605, 0.004605]]"
"159","2024-12-06","[[0.003359, 0.003359],[0.002659, 0.002659],[0.001547, 0.001547],[0.001489, 0.001489],[0.004553, 0.004553]]"
"160","2024-12-07","[[0.00331, 0.00331],[0.002609, 0.002609],[0.001507, 0.001507],[0.001429, 0.001429],[0.004499, 0.004499]]"
"161","2024-12-08","[[0.003261, 0.003261],[0.00256, 0.00256],[0.001468, 0.001468],[0.00137, 0.00137],[0.004445, 0.004445]]"
"162","2024-12-09","[[0.003212, 0.003212],[0.00251, 0.00251],[0.00143, 0.00143],[0.001314, 0.001314],[0.00439, 0.00439]]"
"163","2024-12-10","[[0.003163, 0.003163],[0.002461, 0.002461],[0.001392, 0.001392],[0.001259, 0.001259],[0.004334, 0.004334]]"
"164","2024-12-11","[[0.003113, 0.003113],[0.002413, 0.002413],[0.001355, 0.001355],[0.001206, 0.001206],[0.004278, 0.004278]]"
"165","2024-12-12","[[0.003064, 0.003064],[0.002365, 0.002365],[0.001318, 0.001318],[0.001156, 0.001156],[0.004221, 0.004221]]"
"166","2024-12-13","[[0.003015, 0.003015],[0.002317, 0.002317],[0.001282, 0.001282],[0.001106, 0.001106],[0.004163, 0.004163]]"
"167","2024-12-14","[[0.002965, 0.002965],[0.002269, 0.002269],[0.001246, 0.001246],[0.001059, 0.001059],[0.004105, 0.004105]]"
"168","2024-12-15","[[0.002916, 0.002916],[0.002222, 0.002222],[0.001212, 0.001212],[0.001014, 0.001014],[0.004047, 0.004047]]"
"169","2024-12-16","[[0.002867, 0.002867],[0.002175, 0.002175],[0.001178, 0.001178],[0.00097, 0.00097],[0.003988, 0.003988]]"
"170","2024-12-17","[[0.002818, 0.002818],[0.002129, 0.002129],[0.001144, 0.001144],[0.000928, 0.000928],[0.003929, 0.003929]]"
"171","2024-12-18","[[0.00277, 0.00277],[0.002084, 0.002084],[0.001111, 0.001111],[0.000887, 0.000887],[0.003869, 0.003869]]"
"172","2024-12-19","[[0.002721, 0.002721],[0.002039, 0.002039],[0.001079, 0.001079],[0.000848, 0.000848],[0.003809, 0.003809]]"
"173","2024-12-20","[[0.002673, 0.002673],[0.001994, 0.001994],[0.001048, 0.001048],[0.000811, 0.000811],[0.00375, 0.00375]]"
"174","2024-12-21","[[0.002625, 0.002625],[0.00195, 0.00195],[0.001017, 0.001017],[0.000775, 0.000775],[0.00369, 0.00369]]"
"175","2024-12-22","[[0.002577, 0.002577],[0.001907, 0.001907],[0.000987, 0.000987],[0.00074, 0.00074],[0.00363, 0.00363]]"
"176","2024-12-23","[[0.00253, 0.00253],[0.001864, 0.001864],[0.000957, 0.000957],[0.000707, 0.000707],[0.00357, 0.00357]]"
"177","2024-12-24","[[0.002483, 0.002483],[0.001822, 0.001822],[0.000929, 0.000929],[0.000676, 0.000676],[0.00351, 0.00351]]"
"178","2024-12-25","[[0.002437, 0.002437],[0.00178, 0.00178],[0.000901, 0.000901],[0.000645, 0.000645],[0.00345, 0.00345]]"
"179","2024-12-26","[[0.00239, 0.00239],[0.001739, 0.001739],[0.000873, 0.000873],[0.000616, 0.000616],[0.003391, 0.003391]]"
"180","2024-12-27","[[0.002345, 0.002345],[0.001699, 0.001699],[0.000847, 0.000847],[0.000588, 0.000588],[0.003331, 0.003331]]"
"181","2024-12-28","[[0.002299, 0.002299],[0.001659, 0.001659],[0.000821, 0.000821],[0.000561, 0.000561],[0.003272, 0.003272]]"
"182","2024-12-29","[[0.002254, 0.002254],[0.00162, 0.00162],[0.000795, 0.000795],[0.000536, 0.000536],[0.003213, 0.003213]]"
"183","2024-12-30","[[0.00221, 0.00221],[0.001582, 0.001582],[0.000771, 0.000771],[0.000511, 0.000511],[0.003154, 0.003154]]"
"184","2024-12-31","[[0.002166, 0.002166],[0.001544, 0.001544],[0.000746, 0.000746],[0.000488, 0.000488],[0.003096, 0.003096]]"
"185","2025-01-01","[[0.002123, 0.002123],[0.001507, 0.001507],[0.000723, 0.000723],[0.000466, 0.000466],[0.003038, 0.003038]]"
