"","date","daily_vaccines"
"1","2024-07-31","[[0.056524, 0.056524],[0.044683, 0.044683],[0.012997, 0.012997],[0.007965, 0.007965],[0.03928, 0.03928]]"
"2","2024-08-01","[[0.001441, 0.001441],[0.001256, 0.001256],[0.00046, 0.00046],[0.000396, 0.000396],[0.001069, 0.001069]]"
"3","2024-08-02","[[0.001474, 0.001474],[0.001288, 0.001288],[0.000475, 0.000475],[0.000416, 0.000416],[0.001096, 0.001096]]"
"4","2024-08-03","[[0.001507, 0.001507],[0.00132, 0.00132],[0.000491, 0.000491],[0.000436, 0.000436],[0.001124, 0.001124]]"
"5","2024-08-04","[[0.001541, 0.001541],[0.001353, 0.001353],[0.000507, 0.000507],[0.000457, 0.000457],[0.001152, 0.001152]]"
"6","2024-08-05","[[0.001576, 0.001576],[0.001387, 0.001387],[0.000524, 0.000524],[0.000479, 0.000479],[0.001181, 0.001181]]"
"7","2024-08-06","[[0.001611, 0.001611],[0.001421, 0.001421],[0.000541, 0.000541],[0.000502, 0.000502],[0.001211, 0.001211]]"
"8","2024-08-07","[[0.001647, 0.001647],[0.001457, 0.001457],[0.000559, 0.000559],[0.000526, 0.000526],[0.001241, 0.001241]]"
"9","2024-08-08","[[0.001684, 0.001684],[0.001492, 0.001492],[0.000577, 0.000577],[0.000551, 0.000551],[0.001272, 0.001272]]"
"10","2024-08-09","[[0.001721, 0.001721],[0.001528, 0.001528],[0.000596, 0.000596],[0.000578, 0.000578],[0.001303, 0.001303]]"
"11","2024-08-10","[[0.001758, 0.001758],[0.001565, 0.001565],[0.000615, 0.000615],[0.000605, 0.000605],[0.001335, 0.001335]]"
"12","2024-08-11","[[0.001796, 0.001796],[0.001603, 0.001603],[0.000634, 0.000634],[0.000634, 0.000634],[0.001368, 0.001368]]"
"13","2024-08-12","[[0.001835, 0.001835],[0.001641, 0.001641],[0.000654, 0.000654],[0.000664, 0.000664],[0.001401, 0.001401]]"
"14","2024-08-13","[[0.001874, 0.001874],[0.00168, 0.00168],[0.000675, 0.000675],[0.000695, 0.000695],[0.001435, 0.001435]]"
