"","date","daily_vaccines"
"1","2024-07-01","[[0.02608, 0.02608],[0.019049, 0.019049],[0.004499, 0.004499],[0.001837, 0.001837],[0.017338, 0.017338]]"
"2","2024-07-02","[[0.0007, 0.0007],[0.000564, 0.000564],[0.000165, 0.000165],[0.000093, 0.000093],[0.000489, 0.000489]]"
"3","2024-07-03","[[0.000718, 0.000718],[0.00058, 0.00058],[0.000171, 0.000171],[0.000098, 0.000098],[0.000502, 0.000502]]"
"4","2024-07-04","[[0.000736, 0.000736],[0.000596, 0.000596],[0.000177, 0.000177],[0.000102, 0.000102],[0.000516, 0.000516]]"
"5","2024-07-05","[[0.000755, 0.000755],[0.000613, 0.000613],[0.000183, 0.000183],[0.000108, 0.000108],[0.00053, 0.00053]]"
"6","2024-07-06","[[0.000774, 0.000774],[0.000631, 0.000631],[0.00019, 0.00019],[0.000113, 0.000113],[0.000544, 0.000544]]"
"7","2024-07-07","[[0.000794, 0.000794],[0.000648, 0.000648],[0.000197, 0.000197],[0.000119, 0.000119],[0.000559, 0.000559]]"
"8","2024-07-08","[[0.000814, 0.000814],[0.000667, 0.000667],[0.000204, 0.000204],[0.000125, 0.000125],[0.000574, 0.000574]]"
"9","2024-07-09","[[0.000835, 0.000835],[0.000685, 0.000685],[0.000211, 0.000211],[0.000131, 0.000131],[0.00059, 0.00059]]"
"10","2024-07-10","[[0.000856, 0.000856],[0.000704, 0.000704],[0.000218, 0.000218],[0.000137, 0.000137],[0.000606, 0.000606]]"
"11","2024-07-11","[[0.000877, 0.000877],[0.000724, 0.000724],[0.000226, 0.000226],[0.000144, 0.000144],[0.000622, 0.000622]]"
"12","2024-07-12","[[0.000899, 0.000899],[0.000744, 0.000744],[0.000234, 0.000234],[0.000152, 0.000152],[0.000639, 0.000639]]"
"13","2024-07-13","[[0.000922, 0.000922],[0.000765, 0.000765],[0.000243, 0.000243],[0.000159, 0.000159],[0.000656, 0.000656]]"
"14","2024-07-14","[[0.000944, 0.000944],[0.000786, 0.000786],[0.000251, 0.000251],[0.000167, 0.000167],[0.000674, 0.000674]]"
"15","2024-07-15","[[0.000968, 0.000968],[0.000808, 0.000808],[0.00026, 0.00026],[0.000175, 0.000175],[0.000692, 0.000692]]"
"16","2024-07-16","[[0.000992, 0.000992],[0.00083, 0.00083],[0.000269, 0.000269],[0.000184, 0.000184],[0.000711, 0.000711]]"
"17","2024-07-17","[[0.001016, 0.001016],[0.000852, 0.000852],[0.000278, 0.000278],[0.000193, 0.000193],[0.00073, 0.00073]]"
"18","2024-07-18","[[0.001041, 0.001041],[0.000876, 0.000876],[0.000288, 0.000288],[0.000203, 0.000203],[0.000749, 0.000749]]"
"19","2024-07-19","[[0.001067, 0.001067],[0.000899, 0.000899],[0.000298, 0.000298],[0.000213, 0.000213],[0.000769, 0.000769]]"
"20","2024-07-20","[[0.001093, 0.001093],[0.000924, 0.000924],[0.000309, 0.000309],[0.000224, 0.000224],[0.000789, 0.000789]]"
"21","2024-07-21","[[0.001119, 0.001119],[0.000949, 0.000949],[0.000319, 0.000319],[0.000235, 0.000235],[0.00081, 0.00081]]"
"22","2024-07-22","[[0.001146, 0.001146],[0.000974, 0.000974],[0.00033, 0.00033],[0.000246, 0.000246],[0.000831, 0.000831]]"
"23","2024-07-23","[[0.001174, 0.001174],[0.001, 0.001],[0.000342, 0.000342],[0.000259, 0.000259],[0.000853, 0.000853]]"
"24","2024-07-24","[[0.001202, 0.001202],[0.001027, 0.001027],[0.000354, 0.000354],[0.000271, 0.000271],[0.000876, 0.000876]]"
"25","2024-07-25","[[0.00123, 0.00123],[0.001054, 0.001054],[0.000366, 0.000366],[0.000285, 0.000285],[0.000898, 0.000898]]"
"26","2024-07-26","[[0.00126, 0.00126],[0.001082, 0.001082],[0.000378, 0.000378],[0.000299, 0.000299],[0.000922, 0.000922]]"
"27","2024-07-27","[[0.001289, 0.001289],[0.00111, 0.00111],[0.000391, 0.000391],[0.000313, 0.000313],[0.000946, 0.000946]]"
"28","2024-07-28","[[0.00132, 0.00132],[0.001139, 0.001139],[0.000404, 0.000404],[0.000329, 0.000329],[0.00097, 0.00097]]"
"29","2024-07-29","[[0.001351, 0.001351],[0.001169, 0.001169],[0.000418, 0.000418],[0.000345, 0.000345],[0.000995, 0.000995]]"
"30","2024-07-30","[[0.001382, 0.001382],[0.001199, 0.001199],[0.000432, 0.000432],[0.000362, 0.000362],[0.001021, 0.001021]]"
"31","2024-07-31","[[0.001414, 0.001414],[0.00123, 0.00123],[0.000447, 0.000447],[0.000379, 0.000379],[0.001047, 0.001047]]"
"32","2024-08-01","[[0.001447, 0.001447],[0.001261, 0.001261],[0.000462, 0.000462],[0.000398, 0.000398],[0.001074, 0.001074]]"
"33","2024-08-02","[[0.00148, 0.00148],[0.001293, 0.001293],[0.000477, 0.000477],[0.000417, 0.000417],[0.001101, 0.001101]]"
"34","2024-08-03","[[0.001514, 0.001514],[0.001326, 0.001326],[0.000493, 0.000493],[0.000438, 0.000438],[0.001129, 0.001129]]"
"35","2024-08-04","[[0.001548, 0.001548],[0.001359, 0.001359],[0.000509, 0.000509],[0.000459, 0.000459],[0.001157, 0.001157]]"
"36","2024-08-05","[[0.001583, 0.001583],[0.001393, 0.001393],[0.000526, 0.000526],[0.000481, 0.000481],[0.001186, 0.001186]]"
"37","2024-08-06","[[0.001618, 0.001618],[0.001428, 0.001428],[0.000543, 0.000543],[0.000504, 0.000504],[0.001216, 0.001216]]"
"38","2024-08-07","[[0.001654, 0.001654],[0.001463, 0.001463],[0.000561, 0.000561],[0.000528, 0.000528],[0.001246, 0.001246]]"
"39","2024-08-08","[[0.001691, 0.001691],[0.001499, 0.001499],[0.000579, 0.000579],[0.000554, 0.000554],[0.001277, 0.001277]]"
"40","2024-08-09","[[0.001728, 0.001728],[0.001535, 0.001535],[0.000598, 0.000598],[0.00058, 0.00058],[0.001309, 0.001309]]"
"41","2024-08-10","[[0.001766, 0.001766],[0.001572, 0.001572],[0.000617, 0.000617],[0.000608, 0.000608],[0.001341, 0.001341]]"
"42","2024-08-11","[[0.001804, 0.001804],[0.00161, 0.00161],[0.000637, 0.000637],[0.000637, 0.000637],[0.001374, 0.001374]]"
"43","2024-08-12","[[0.001843, 0.001843],[0.001648, 0.001648],[0.000657, 0.000657],[0.000667, 0.000667],[0.001407, 0.001407]]"
"44","2024-08-13","[[0.001882, 0.001882],[0.001687, 0.001687],[0.000678, 0.000678],[0.000698, 0.000698],[0.001441, 0.001441]]"
