"","date","daily_vaccines"
"1","2024-07-31","[[0.060298, 0.060298],[0.045147, 0.045147],[0.013053, 0.013053],[0.008, 0.008],[0.039449, 0.039449]]"
"2","2024-08-01","[[0.001537, 0.001537],[0.001268, 0.001268],[0.000462, 0.000462],[0.000398, 0.000398],[0.001074, 0.001074]]"
"3","2024-08-02","[[0.001572, 0.001572],[0.001301, 0.001301],[0.000477, 0.000477],[0.000417, 0.000417],[0.001101, 0.001101]]"
"4","2024-08-03","[[0.001608, 0.001608],[0.001334, 0.001334],[0.000493, 0.000493],[0.000438, 0.000438],[0.001129, 0.001129]]"
"5","2024-08-04","[[0.001644, 0.001644],[0.001367, 0.001367],[0.000509, 0.000509],[0.000459, 0.000459],[0.001157, 0.001157]]"
"6","2024-08-05","[[0.001681, 0.001681],[0.001401, 0.001401],[0.000526, 0.000526],[0.000481, 0.000481],[0.001186, 0.001186]]"
"7","2024-08-06","[[0.001719, 0.001719],[0.001436, 0.001436],[0.000543, 0.000543],[0.000504, 0.000504],[0.001216, 0.001216]]"
"8","2024-08-07","[[0.001757, 0.001757],[0.001471, 0.001471],[0.000561, 0.000561],[0.000528, 0.000528],[0.001246, 0.001246]]"
"9","2024-08-08","[[0.001796, 0.001796],[0.001507, 0.001507],[0.000579, 0.000579],[0.000554, 0.000554],[0.001277, 0.001277]]"
"10","2024-08-09","[[0.001835, 0.001835],[0.001544, 0.001544],[0.000598, 0.000598],[0.00058, 0.00058],[0.001309, 0.001309]]"
"11","2024-08-10","[[0.001875, 0.001875],[0.001581, 0.001581],[0.000617, 0.000617],[0.000608, 0.000608],[0.001341, 0.001341]]"
"12","2024-08-11","[[0.001916, 0.001916],[0.001619, 0.001619],[0.000637, 0.000637],[0.000637, 0.000637],[0.001374, 0.001374]]"
"13","2024-08-12","[[0.001957, 0.001957],[0.001658, 0.001658],[0.000657, 0.000657],[0.000667, 0.000667],[0.001407, 0.001407]]"
"14","2024-08-13","[[0.001999, 0.001999],[0.001697, 0.001697],[0.000678, 0.000678],[0.000698, 0.000698],[0.001441, 0.001441]]"
"15","2024-08-14","[[0.002041, 0.002041],[0.001736, 0.001736],[0.000699, 0.000699],[0.000731, 0.000731],[0.001476, 0.001476]]"
"16","2024-08-15","[[0.002084, 0.002084],[0.001777, 0.001777],[0.000721, 0.000721],[0.000766, 0.000766],[0.001512, 0.001512]]"
"17","2024-08-16","[[0.002128, 0.002128],[0.001817, 0.001817],[0.000743, 0.000743],[0.000801, 0.000801],[0.001548, 0.001548]]"
"18","2024-08-17","[[0.002172, 0.002172],[0.001859, 0.001859],[0.000766, 0.000766],[0.000838, 0.000838],[0.001584, 0.001584]]"
"19","2024-08-18","[[0.002216, 0.002216],[0.001901, 0.001901],[0.000789, 0.000789],[0.000877, 0.000877],[0.001622, 0.001622]]"
"20","2024-08-19","[[0.002261, 0.002261],[0.001943, 0.001943],[0.000813, 0.000813],[0.000917, 0.000917],[0.00166, 0.00166]]"
"21","2024-08-20","[[0.002307, 0.002307],[0.001986, 0.001986],[0.000838, 0.000838],[0.000959, 0.000959],[0.001698, 0.001698]]"
"22","2024-08-21","[[0.002353, 0.002353],[0.00203, 0.00203],[0.000863, 0.000863],[0.001003, 0.001003],[0.001738, 0.001738]]"
"23","2024-08-22","[[0.002399, 0.002399],[0.002074, 0.002074],[0.000888, 0.000888],[0.001049, 0.001049],[0.001778, 0.001778]]"
"24","2024-08-23","[[0.002446, 0.002446],[0.002118, 0.002118],[0.000914, 0.000914],[0.001096, 0.001096],[0.001818, 0.001818]]"
"25","2024-08-24","[[0.002493, 0.002493],[0.002163, 0.002163],[0.000941, 0.000941],[0.001145, 0.001145],[0.001859, 0.001859]]"
"26","2024-08-25","[[0.002541, 0.002541],[0.002209, 0.002209],[0.000968, 0.000968],[0.001196, 0.001196],[0.001901, 0.001901]]"
"27","2024-08-26","[[0.002589, 0.002589],[0.002254, 0.002254],[0.000995, 0.000995],[0.001248, 0.001248],[0.001944, 0.001944]]"
"28","2024-08-27","[[0.002638, 0.002638],[0.0023, 0.0023],[0.001023, 0.001023],[0.001303, 0.001303],[0.001987, 0.001987]]"
"29","2024-08-28","[[0.002687, 0.002687],[0.002347, 0.002347],[0.001052, 0.001052],[0.00136, 0.00136],[0.002031, 0.002031]]"
"30","2024-08-29","[[0.002736, 0.002736],[0.002394, 0.002394],[0.001081, 0.001081],[0.001418, 0.001418],[0.002075, 0.002075]]"
"31","2024-08-30","[[0.002785, 0.002785],[0.002441, 0.002441],[0.00111, 0.00111],[0.001479, 0.001479],[0.00212, 0.00212]]"
"32","2024-08-31","[[0.002835, 0.002835],[0.002488, 0.002488],[0.00114, 0.00114],[0.001542, 0.001542],[0.002165, 0.002165]]"
"33","2024-09-01","[[0.002885, 0.002885],[0.002536, 0.002536],[0.001171, 0.001171],[0.001607, 0.001607],[0.002211, 0.002211]]"
"34","2024-09-02","[[0.002935, 0.002935],[0.002583, 0.002583],[0.001201, 0.001201],[0.001674, 0.001674],[0.002258, 0.002258]]"
"35","2024-09-03","[[0.002986, 0.002986],[0.002631, 0.002631],[0.001232, 0.001232],[0.001743, 0.001743],[0.002305, 0.002305]]"
"36","2024-09-04","[[0.003036, 0.003036],[0.002679, 0.002679],[0.001264, 0.001264],[0.001814, 0.001814],[0.002353, 0.002353]]"
"37","2024-09-05","[[0.003087, 0.003087],[0.002727, 0.002727],[0.001296, 0.001296],[0.001887, 0.001887],[0.002401, 0.002401]]"
"38","2024-09-06","[[0.003137, 0.003137],[0.002775, 0.002775],[0.001328, 0.001328],[0.001962, 0.001962],[0.00245, 0.00245]]"
"39","2024-09-07","[[0.003188, 0.003188],[0.002823, 0.002823],[0.00136, 0.00136],[0.002039, 0.002039],[0.002499, 0.002499]]"
"40","2024-09-08","[[0.003239, 0.003239],[0.002871, 0.002871],[0.001393, 0.001393],[0.002119, 0.002119],[0.002549, 0.002549]]"
"41","2024-09-09","[[0.003289, 0.003289],[0.002919, 0.002919],[0.001426, 0.001426],[0.0022, 0.0022],[0.002599, 0.002599]]"
"42","2024-09-10","[[0.00334, 0.00334],[0.002967, 0.002967],[0.001459, 0.001459],[0.002283, 0.002283],[0.002649, 0.002649]]"
"43","2024-09-11","[[0.00339, 0.00339],[0.003014, 0.003014],[0.001492, 0.001492],[0.002368, 0.002368],[0.0027, 0.0027]]"
"44","2024-09-12","[[0.003441, 0.003441],[0.003061, 0.003061],[0.001525, 0.001525],[0.002454, 0.002454],[0.002751, 0.002751]]"
"45","2024-09-13","[[0.003491, 0.003491],[0.003108, 0.003108],[0.001559, 0.001559],[0.002543, 0.002543],[0.002803, 0.002803]]"
"46","2024-09-14","[[0.00354, 0.00354],[0.003155, 0.003155],[0.001592, 0.001592],[0.002633, 0.002633],[0.002854, 0.002854]]"
"47","2024-09-15","[[0.00359, 0.00359],[0.003201, 0.003201],[0.001626, 0.001626],[0.002724, 0.002724],[0.002906, 0.002906]]"
"48","2024-09-16","[[0.003639, 0.003639],[0.003246, 0.003246],[0.001659, 0.001659],[0.002817, 0.002817],[0.002959, 0.002959]]"
"49","2024-09-17","[[0.003688, 0.003688],[0.003292, 0.003292],[0.001692, 0.001692],[0.002911, 0.002911],[0.003011, 0.003011]]"
"50","2024-09-18","[[0.003736, 0.003736],[0.003336, 0.003336],[0.001725, 0.001725],[0.003006, 0.003006],[0.003064, 0.003064]]"
"51","2024-09-19","[[0.003784, 0.003784],[0.00338, 0.00338],[0.001758, 0.001758],[0.003101, 0.003101],[0.003116, 0.003116]]"
"52","2024-09-20","[[0.003831, 0.003831],[0.003423, 0.003423],[0.001791, 0.001791],[0.003198, 0.003198],[0.003169, 0.003169]]"
"53","2024-09-21","[[0.003878, 0.003878],[0.003465, 0.003465],[0.001823, 0.001823],[0.003295, 0.003295],[0.003222, 0.003222]]"
"54","2024-09-22","[[0.003924, 0.003924],[0.003507, 0.003507],[0.001855, 0.001855],[0.003392, 0.003392],[0.003275, 0.003275]]"
"55","2024-09-23","[[0.003969, 0.003969],[0.003548, 0.003548],[0.001887, 0.001887],[0.003489, 0.003489],[0.003327, 0.003327]]"
"56","2024-09-24","[[0.004014, 0.004014],[0.003587, 0.003587],[0.001918, 0.001918],[0.003586, 0.003586],[0.00338, 0.00338]]"
"57","2024-09-25","[[0.004058, 0.004058],[0.003626, 0.003626],[0.001948, 0.001948],[0.003682, 0.003682],[0.003432, 0.003432]]"
"58","2024-09-26","[[0.004101, 0.004101],[0.003664, 0.003664],[0.001978, 0.001978],[0.003778, 0.003778],[0.003484, 0.003484]]"
"59","2024-09-27","[[0.004143, 0.004143],[0.003701, 0.003701],[0.002007, 0.002007],[0.003872, 0.003872],[0.003536, 0.003536]]"
"60","2024-09-28","[[0.004184, 0.004184],[0.003736, 0.003736],[0.002035, 0.002035],[0.003966, 0.003966],[0.003588, 0.003588]]"
"61","2024-09-29","[[0.004224, 0.004224],[0.00377, 0.00377],[0.002063, 0.002063],[0.004057, 0.004057],[0.003639, 0.003639]]"
"62","2024-09-30","[[0.004263, 0.004263],[0.003803, 0.003803],[0.00209, 0.00209],[0.004147, 0.004147],[0.00369, 0.00369]]"
"63","2024-10-01","[[0.004301, 0.004301],[0.003835, 0.003835],[0.002116, 0.002116],[0.004234, 0.004234],[0.003741, 0.003741]]"
"64","2024-10-02","[[0.004338, 0.004338],[0.003865, 0.003865],[0.002141, 0.002141],[0.004319, 0.004319],[0.003791, 0.003791]]"
"65","2024-10-03","[[0.004373, 0.004373],[0.003894, 0.003894],[0.002165, 0.002165],[0.004401, 0.004401],[0.00384, 0.00384]]"
"66","2024-10-04","[[0.004407, 0.004407],[0.003921, 0.003921],[0.002187, 0.002187],[0.00448, 0.00448],[0.003889, 0.003889]]"
"67","2024-10-05","[[0.00444, 0.00444],[0.003947, 0.003947],[0.002209, 0.002209],[0.004556, 0.004556],[0.003937, 0.003937]]"
"68","2024-10-06","[[0.004472, 0.004472],[0.003971, 0.003971],[0.00223, 0.00223],[0.004627, 0.004627],[0.003984, 0.003984]]"
"69","2024-10-07","[[0.004503, 0.004503],[0.003994, 0.003994],[0.002249, 0.002249],[0.004694, 0.004694],[0.004031, 0.004031]]"
"70","2024-10-08","[[0.004531, 0.004531],[0.004015, 0.004015],[0.002267, 0.002267],[0.004757, 0.004757],[0.004076, 0.004076]]"
"71","2024-10-09","[[0.004559, 0.004559],[0.004034, 0.004034],[0.002284, 0.002284],[0.004816, 0.004816],[0.004121, 0.004121]]"
"72","2024-10-10","[[0.004585, 0.004585],[0.004051, 0.004051],[0.002299, 0.002299],[0.004869, 0.004869],[0.004165, 0.004165]]"
"73","2024-10-11","[[0.004609, 0.004609],[0.004067, 0.004067],[0.002313, 0.002313],[0.004917, 0.004917],[0.004208, 0.004208]]"
"74","2024-10-12","[[0.004632, 0.004632],[0.004081, 0.004081],[0.002325, 0.002325],[0.00496, 0.00496],[0.00425, 0.00425]]"
"75","2024-10-13","[[0.004653, 0.004653],[0.004093, 0.004093],[0.002336, 0.002336],[0.004997, 0.004997],[0.00429, 0.00429]]"
"76","2024-10-14","[[0.004673, 0.004673],[0.004104, 0.004104],[0.002346, 0.002346],[0.005029, 0.005029],[0.00433, 0.00433]]"
"77","2024-10-15","[[0.004691, 0.004691],[0.004112, 0.004112],[0.002354, 0.002354],[0.005054, 0.005054],[0.004368, 0.004368]]"
"78","2024-10-16","[[0.004707, 0.004707],[0.004119, 0.004119],[0.00236, 0.00236],[0.005074, 0.005074],[0.004405, 0.004405]]"
"79","2024-10-17","[[0.004721, 0.004721],[0.004124, 0.004124],[0.002365, 0.002365],[0.005087, 0.005087],[0.00444, 0.00444]]"
"80","2024-10-18","[[0.004734, 0.004734],[0.004127, 0.004127],[0.002369, 0.002369],[0.005094, 0.005094],[0.004474, 0.004474]]"
"81","2024-10-19","[[0.004745, 0.004745],[0.004128, 0.004128],[0.00237, 0.00237],[0.005095, 0.005095],[0.004507, 0.004507]]"
"82","2024-10-20","[[0.004754, 0.004754],[0.004127, 0.004127],[0.00237, 0.00237],[0.00509, 0.00509],[0.004538, 0.004538]]"
"83","2024-10-21","[[0.004762, 0.004762],[0.004124, 0.004124],[0.002369, 0.002369],[0.005078, 0.005078],[0.004568, 0.004568]]"
"84","2024-10-22","[[0.004767, 0.004767],[0.00412, 0.00412],[0.002366, 0.002366],[0.00506, 0.00506],[0.004596, 0.004596]]"
"85","2024-10-23","[[0.004771, 0.004771],[0.004113, 0.004113],[0.002361, 0.002361],[0.005037, 0.005037],[0.004622, 0.004622]]"
"86","2024-10-24","[[0.004773, 0.004773],[0.004105, 0.004105],[0.002355, 0.002355],[0.005007, 0.005007],[0.004647, 0.004647]]"
"87","2024-10-25","[[0.004774, 0.004774],[0.004095, 0.004095],[0.002347, 0.002347],[0.004971, 0.004971],[0.00467, 0.00467]]"
"88","2024-10-26","[[0.004772, 0.004772],[0.004083, 0.004083],[0.002338, 0.002338],[0.00493, 0.00493],[0.004691, 0.004691]]"
"89","2024-10-27","[[0.004768, 0.004768],[0.004069, 0.004069],[0.002327, 0.002327],[0.004883, 0.004883],[0.00471, 0.00471]]"
"90","2024-10-28","[[0.004763, 0.004763],[0.004053, 0.004053],[0.002315, 0.002315],[0.004831, 0.004831],[0.004728, 0.004728]]"
"91","2024-10-29","[[0.004756, 0.004756],[0.004036, 0.004036],[0.002301, 0.002301],[0.004774, 0.004774],[0.004744, 0.004744]]"
"92","2024-10-30","[[0.004747, 0.004747],[0.004017, 0.004017],[0.002286, 0.002286],[0.004712, 0.004712],[0.004758, 0.004758]]"
"93","2024-10-31","[[0.004737, 0.004737],[0.003996, 0.003996],[0.00227, 0.00227],[0.004646, 0.004646],[0.00477, 0.00477]]"
"94","2024-11-01","[[0.004724, 0.004724],[0.003974, 0.003974],[0.002252, 0.002252],[0.004576, 0.004576],[0.00478, 0.00478]]"
"95","2024-11-02","[[0.00471, 0.00471],[0.00395, 0.00395],[0.002233, 0.002233],[0.004502, 0.004502],[0.004788, 0.004788]]"
"96","2024-11-03","[[0.004694, 0.004694],[0.003924, 0.003924],[0.002212, 0.002212],[0.004424, 0.004424],[0.004795, 0.004795]]"
"97","2024-11-04","[[0.004677, 0.004677],[0.003897, 0.003897],[0.002191, 0.002191],[0.004343, 0.004343],[0.004799, 0.004799]]"
"98","2024-11-05","[[0.004658, 0.004658],[0.003869, 0.003869],[0.002168, 0.002168],[0.004258, 0.004258],[0.004802, 0.004802]]"
"99","2024-11-06","[[0.004637, 0.004637],[0.003839, 0.003839],[0.002145, 0.002145],[0.004172, 0.004172],[0.004802, 0.004802]]"
"100","2024-11-07","[[0.004614, 0.004614],[0.003807, 0.003807],[0.00212, 0.00212],[0.004083, 0.004083],[0.004801, 0.004801]]"
"101","2024-11-08","[[0.00459, 0.00459],[0.003774, 0.003774],[0.002094, 0.002094],[0.003991, 0.003991],[0.004797, 0.004797]]"
"102","2024-11-09","[[0.004565, 0.004565],[0.00374, 0.00374],[0.002067, 0.002067],[0.003899, 0.003899],[0.004792, 0.004792]]"
"103","2024-11-10","[[0.004538, 0.004538],[0.003705, 0.003705],[0.00204, 0.00204],[0.003804, 0.003804],[0.004785, 0.004785]]"
"104","2024-11-11","[[0.004509, 0.004509],[0.003669, 0.003669],[0.002012, 0.002012],[0.003709, 0.003709],[0.004775, 0.004775]]"
"105","2024-11-12","[[0.004479, 0.004479],[0.003631, 0.003631],[0.001982, 0.001982],[0.003613, 0.003613],[0.004764, 0.004764]]"
"106","2024-11-13","[[0.004448, 0.004448],[0.003592, 0.003592],[0.001953, 0.001953],[0.003516, 0.003516],[0.004751, 0.004751]]"
"107","2024-11-14","[[0.004415, 0.004415],[0.003553, 0.003553],[0.001922, 0.001922],[0.003419, 0.003419],[0.004736, 0.004736]]"
"108","2024-11-15","[[0.004381, 0.004381],[0.003512, 0.003512],[0.001891, 0.001891],[0.003322, 0.003322],[0.004719, 0.004719]]"
"109","2024-11-16","[[0.004345, 0.004345],[0.003471, 0.003471],[0.00186, 0.00186],[0.003225, 0.003225],[0.004701, 0.004701]]"
"110","2024-11-17","[[0.004309, 0.004309],[0.003429, 0.003429],[0.001828, 0.001828],[0.003128, 0.003128],[0.00468, 0.00468]]"
"111","2024-11-18","[[0.004271, 0.004271],[0.003385, 0.003385],[0.001796, 0.001796],[0.003032, 0.003032],[0.004658, 0.004658]]"
"112","2024-11-19","[[0.004233, 0.004233],[0.003342, 0.003342],[0.001763, 0.001763],[0.002937, 0.002937],[0.004634, 0.004634]]"
"113","2024-11-20","[[0.004193, 0.004193],[0.003297, 0.003297],[0.001731, 0.001731],[0.002843, 0.002843],[0.004609, 0.004609]]"
"114","2024-11-21","[[0.004152, 0.004152],[0.003252, 0.003252],[0.001698, 0.001698],[0.00275, 0.00275],[0.004582, 0.004582]]"
"115","2024-11-22","[[0.00411, 0.00411],[0.003207, 0.003207],[0.001664, 0.001664],[0.002658, 0.002658],[0.004553, 0.004553]]"
"116","2024-11-23","[[0.004067, 0.004067],[0.003161, 0.003161],[0.001631, 0.001631],[0.002568, 0.002568],[0.004522, 0.004522]]"
"117","2024-11-24","[[0.004024, 0.004024],[0.003114, 0.003114],[0.001598, 0.001598],[0.002479, 0.002479],[0.00449, 0.00449]]"
"118","2024-11-25","[[0.003979, 0.003979],[0.003067, 0.003067],[0.001564, 0.001564],[0.002392, 0.002392],[0.004457, 0.004457]]"
"119","2024-11-26","[[0.003934, 0.003934],[0.00302, 0.00302],[0.001531, 0.001531],[0.002306, 0.002306],[0.004422, 0.004422]]"
"120","2024-11-27","[[0.003888, 0.003888],[0.002973, 0.002973],[0.001497, 0.001497],[0.002223, 0.002223],[0.004386, 0.004386]]"
"121","2024-11-28","[[0.003842, 0.003842],[0.002925, 0.002925],[0.001464, 0.001464],[0.002141, 0.002141],[0.004349, 0.004349]]"
"122","2024-11-29","[[0.003794, 0.003794],[0.002877, 0.002877],[0.001431, 0.001431],[0.002061, 0.002061],[0.00431, 0.00431]]"
"123","2024-11-30","[[0.003747, 0.003747],[0.002829, 0.002829],[0.001398, 0.001398],[0.001983, 0.001983],[0.00427, 0.00427]]"
"124","2024-12-01","[[0.003699, 0.003699],[0.002781, 0.002781],[0.001365, 0.001365],[0.001908, 0.001908],[0.004229, 0.004229]]"
"125","2024-12-02","[[0.00365, 0.00365],[0.002733, 0.002733],[0.001333, 0.001333],[0.001834, 0.001834],[0.004186, 0.004186]]"
"126","2024-12-03","[[0.003601, 0.003601],[0.002685, 0.002685],[0.001301, 0.001301],[0.001762, 0.001762],[0.004143, 0.004143]]"
"127","2024-12-04","[[0.003551, 0.003551],[0.002637, 0.002637],[0.001269, 0.001269],[0.001693, 0.001693],[0.004099, 0.004099]]"
