0,date,absolute_humidity
1,2022-09-01,0.016485187288543
2,2022-09-02,0.0176857172927791
3,2022-09-03,0.0171956926175026
4,2022-09-04,0.0167637094414341
5,2022-09-05,0.0153815502187971
6,2022-09-06,0.0164603047129331
7,2022-09-07,0.0158215165155883
8,2022-09-08,0.0138903060472909
9,2022-09-09,0.0139406143924024
10,2022-09-10,0.0126710812522409
11,2022-09-11,0.011998120635381
12,2022-09-12,0.00968477992644308
13,2022-09-13,0.0095752611699881
14,2022-09-14,0.0100072041563125
15,2022-09-15,0.0105470346558529
16,2022-09-16,0.0123451622926179
17,2022-09-17,0.0154213022465366
18,2022-09-18,0.015427207807079
19,2022-09-19,0.0153273365453281
20,2022-09-20,0.0143479624847797
21,2022-09-21,0.0117514850395365
22,2022-09-22,0.0102999130595532
23,2022-09-23,0.0101646744138138
24,2022-09-24,0.0119522619202282
25,2022-09-25,0.0125241407376686
26,2022-09-26,0.00775370832839557
27,2022-09-27,0.00566088844877386
28,2022-09-28,0.00671067651251867
29,2022-09-29,0.00685491836559253
30,2022-09-30,0.00616970113796097
31,2022-10-01,0.00549488029333368
32,2022-10-02,0.0050911575654578
33,2022-10-03,0.00559239222925636
34,2022-10-04,0.00648320416803472
35,2022-10-05,0.0065476630874345
36,2022-10-06,0.00655277879824015
37,2022-10-07,0.0071082162780151
38,2022-10-08,0.00709471080071208
39,2022-10-09,0.00714191326793904
40,2022-10-10,0.00867591821059415
41,2022-10-11,0.00963194772537629
42,2022-10-12,0.0116618733048778
43,2022-10-13,0.00661669053387772
44,2022-10-14,0.0041547490497275
45,2022-10-15,0.00899158087012245
46,2022-10-16,0.0124945496455907
47,2022-10-17,0.00672012217700919
48,2022-10-18,0.00310972140119482
49,2022-10-19,0.00256321364334629
50,2022-10-20,0.00421465265301804
51,2022-10-21,0.00599022234955831
52,2022-10-22,0.00853532009624001
53,2022-10-23,0.0117846874989372
54,2022-10-24,0.0130931642259274
55,2022-10-25,0.00923605341460753
56,2022-10-26,0.00485804697999618
57,2022-10-27,0.00532411968346092
58,2022-10-28,0.00784970815364046
59,2022-10-29,0.0090423854399529
60,2022-10-30,0.00965614603465479
61,2022-10-31,0.00804327615575554
62,2022-11-01,0.00796508409918963
63,2022-11-02,0.0104282380744928
64,2022-11-03,0.0121946123086452
65,2022-11-04,0.014898617032238
66,2022-11-05,0.00678581592210597
67,2022-11-06,0.007682902845166
68,2022-11-07,0.013057429920247
69,2022-11-08,0.0152090191065023
70,2022-11-09,0.0140829956508242
71,2022-11-10,0.012620752469185
72,2022-11-11,0.00944069678415403
73,2022-11-12,0.00362046211905016
74,2022-11-13,0.00315192253611079
75,2022-11-14,0.00405669261244563
76,2022-11-15,0.00485567556196739
77,2022-11-16,0.00389765207320593
78,2022-11-17,0.00373137518887013
79,2022-11-18,0.00395923087886662
80,2022-11-19,0.00338597158428677
81,2022-11-20,0.00308677404907278
82,2022-11-21,0.00431457140516476
83,2022-11-22,0.00558198314198914
84,2022-11-23,0.00663607007432306
85,2022-11-24,0.00871913349979106
86,2022-11-25,0.00900091214465316
87,2022-11-26,0.00865814809168858
88,2022-11-27,0.00674794678431653
89,2022-11-28,0.00710796306587078
90,2022-11-29,0.00928166571115567
91,2022-11-30,0.00477291477904091
92,2022-12-01,0.00320155075733606
93,2022-12-02,0.0074675960288115
94,2022-12-03,0.00841030453077771
95,2022-12-04,0.00521012350200732
96,2022-12-05,0.00974498487123514
97,2022-12-06,0.0125677732831911
98,2022-12-07,0.013448813244009
99,2022-12-08,0.0127693973569849
100,2022-12-09,0.012106798328177
101,2022-12-10,0.0116179221711884
102,2022-12-11,0.00979539090379452
103,2022-12-12,0.00938211022488152
104,2022-12-13,0.0116433274533571
105,2022-12-14,0.00588408882145869
106,2022-12-15,0.00375195322196691
107,2022-12-16,0.00333603540925789
108,2022-12-17,0.00274958541470396
109,2022-12-18,0.00263432159386646
110,2022-12-19,0.00409959053627752
111,2022-12-20,0.00528216421265494
112,2022-12-21,0.00473209752641251
113,2022-12-22,0.0041719543477291
114,2022-12-23,0.000558383333830562
115,2022-12-24,0.000749278596699834
116,2022-12-25,0.00142118484765171
117,2022-12-26,0.00244602822358226
118,2022-12-27,0.00286333276854941
119,2022-12-28,0.00488418504546368
120,2022-12-29,0.00912078635707131
121,2022-12-30,0.00726514524748464
122,2022-12-31,0.00635238580059994
123,2023-01-01,0.00767738144813021
124,2023-01-02,0.0109150130707404
125,2023-01-03,0.00801085359875508
126,2023-01-04,0.00419777254512265
127,2023-01-05,0.00402852348060785
128,2023-01-06,0.00480407387393908
129,2023-01-07,0.00828414812426534
130,2023-01-08,0.00505917518978205
131,2023-01-09,0.00504889053285517
132,2023-01-10,0.00749540152680835
133,2023-01-11,0.0077895929774086
134,2023-01-12,0.00560931968732003
135,2023-01-13,0.00329468826054257
136,2023-01-14,0.0033493963992717
137,2023-01-15,0.00601261553608558
138,2023-01-16,0.00967817405012972
139,2023-01-17,0.00623818087412722
140,2023-01-18,0.00793798674192548
141,2023-01-19,0.00339697120811748
142,2023-01-20,0.00368744470082068
143,2023-01-21,0.00505730795504695
144,2023-01-22,0.0046442119412611
145,2023-01-23,0.00328308882705063
146,2023-01-24,0.00487775397292959
147,2023-01-25,0.00491518011778791
148,2023-01-26,0.00376067461867492
149,2023-01-27,0.00354976646397545
150,2023-01-28,0.00629293199921394
151,2023-01-29,0.00899451629569133
152,2023-01-30,0.00405369906079476
153,2023-01-31,0.00286634999793023
154,2023-02-01,0.00271676818550931
155,2023-02-02,0.00374028352653664
156,2023-02-03,0.00389156476541592
157,2023-02-04,0.00425030265813058
158,2023-02-05,0.00610076723740239
159,2023-02-06,0.0080794924164586
160,2023-02-07,0.010420831264293
161,2023-02-08,0.00777629734136898
162,2023-02-09,0.0053091130499855
