age_group,0,1-4,5-12,13-17,18-49,50-64,65+,All
0,72.6 [72.6 - 72.6],—,—,—,—,—,—,292.6 [292.6 - 292.6]
1-4,—,104.6 [104.6 - 104.6],—,—,—,—,—,200.8 [200.8 - 200.8]
5-12,—,—,62.1 [62.1 - 62.1],—,—,—,—,95.4 [95.4 - 95.4]
13-17,—,—,—,49.4 [49.4 - 49.4],—,—,—,96.3 [96.3 - 96.3]
18-49,—,—,—,—,39.1 [39.1 - 39.1],—,—,104.1 [104.1 - 104.1]
50-64,—,—,—,—,—,54.4 [54.4 - 54.4],—,165.5 [165.5 - 165.5]
65+,—,—,—,—,—,—,285.4 [285.4 - 285.4],1068.9 [1068.9 - 1068.9]
All,330.7 [330.7 - 330.7],634.7 [634.7 - 634.7],1090.9 [1090.9 - 1090.9],1272.0 [1272.0 - 1272.0],302.6 [302.6 - 302.6],264.2 [264.2 - 264.2],285.4 [285.4 - 285.4],346.0 [346.0 - 346.0]
