day,total_ts7,total_ts14,total_ts28,total_ts56,total_ts112,total_ts224
19,1.1399746094884222,1.1061495295411745,1.089109143914127,1.0805605330238022,1.0762795753480894,1.074137490543212
20,1.1565861644994189,1.118909695005548,1.0999975891433937,1.0905269647914202,1.0857885087909303,1.0834185578822029
21,1.16217190165293,1.1222342781316768,1.1022452126779032,1.092249584062454,1.0872520023053283,1.084753333444754
22,1.1804880106288413,1.138132902436792,1.1169378985331826,1.106341188391208,1.1010436762752642,1.0983952115738234
23,1.2050330028690839,1.1594108936860015,1.1366380104183516,1.1252662615500972,1.1195847069736367,1.116745090589493
24,1.2315409161316486,1.1826553201386294,1.1582992486338506,1.1461482672914056,1.1400802127118783,1.1370481303526887
25,1.2604985309970929,1.2083546442648774,1.1824147506142573,1.1694835040224993,1.1630282566140646,1.1598033251654187
26,1.2888866280533011,1.2321775062192257,1.2039994475107971,1.1899616690092119,1.1829564507179122,1.1794573895478668
27,1.291869018395877,1.2308731959769141,1.2006876317175659,1.1856796586759177,1.1781976707166555,1.1744623104163123
28,1.2803428790201659,1.2179044659287444,1.187081345528373,1.171774861951171,1.1641485897114798,1.160342328757575
29,1.2918182099983584,1.2275890407897532,1.195871088354131,1.1801188200185406,1.17227021891642,1.1683529662061471
30,1.3239025923111685,1.2564121954993852,1.2231315668034435,1.206614691409858,1.198387923654887,1.1942826315998
31,1.3756322696056147,1.3040098677062437,1.2687163769224363,1.2512067883895215,1.242487126190315,1.238136274011081
32,1.4434977608767117,1.3662950162080616,1.3282811511658452,1.3094296625205923,1.3000436998396836,1.2953608889412007
33,1.5095048340489914,1.4244283647219476,1.3826051696250539,1.3618825625165094,1.3515695990742307,1.3464254672570268
34,1.5350463400196497,1.4431773243382806,1.3982022322882517,1.3759634213253464,1.364907108282713,1.3593949802588314
35,1.5330369311256913,1.4385189429204939,1.3923607277532803,1.3695644440699404,1.358237744866029,1.3525925003325776
36,1.5479039745093037,1.4504701305436027,1.4029010815784773,1.3794128753029966,1.3677437583023075,1.3619282247530662
37,1.5754745452144578,1.4735691082469005,1.4239067614426553,1.3994067646286592,1.387240349876531,1.3811783190338807
38,1.616068244183415,1.510049332997798,1.458445107488682,1.433001912666413,1.4203706914549903,1.4140779587953614
39,1.689305774908278,1.5772011179453096,1.5226231203464264,1.4957121086517415,1.482351916090081,1.475695982596288
40,1.7735823157765656,1.6508608937620517,1.5911967396629536,1.5618003110945688,1.5472120222375239,1.539945748789093
41,1.806955612172124,1.675326404295368,1.6116094250806383,1.5802830081290575,1.5647533388698054,1.557022238702648
42,1.8053598481415438,1.6706197158135767,1.605546071989028,1.573588595558638,1.5577548989635799,1.5498746379105501
43,1.8244635343539022,1.686075052236452,1.6192631471385894,1.5864598052575778,1.5702091546300065,1.562121957408087
44,1.861043836472797,1.7168500556565607,1.6473484951854114,1.613251962355816,1.5963673962083882,1.5879664194168321
45,1.9132651300921748,1.7627566874175236,1.6902962725487507,1.654768629902878,1.6371803930955955,1.6284305731353523
46,1.9908104605407801,1.8318394918137915,1.7553499534405803,1.7178588652988098,1.6993017044774426,1.690070679129623
47,2.0735368452765686,1.9024586967051542,1.8202796849534724,1.7800351752225057,1.7601241248773685,1.7502219089911988
48,2.1062605837587465,1.9252126645101546,1.8385595852463832,1.7962002135484578,1.7752616136038446,1.7648530399187816
49,2.097215658675728,1.912749876709598,1.824676816879061,1.7816748794769839,1.7604312973480325,1.7498742564274494
50,2.106543543212947,1.9188132872041512,1.8292363725348144,1.7855152472493345,1.7639203166503918,1.7531897013119924
51,2.1410579517366664,1.9469082617786533,1.8543887627897935,1.8092611088859982,1.7869788466700278,1.7759085674282422
52,2.1894115356903754,1.9875780804165228,1.891537127769245,1.844725616826198,1.8216202369131724,1.8101431142895523
53,2.2553353417823425,2.0443894464831414,1.944114463641102,1.8952646791506165,1.87115960484898,1.8591875380236695
54,2.327780819688977,2.104362854336425,1.9983242539737782,1.9467092760370703,1.9212505299148426,1.9086089010253517
55,2.356254586719089,2.123077106930647,2.0127503263920463,1.9591305646118717,1.9327032232230046,1.919585662580999
56,2.359904279373677,2.1227525030266126,2.0107391704600515,1.9563461736836505,1.9295491172809083,1.9162508826842979
57,2.3980649791832214,2.154174203241779,2.039041836939254,1.9831524360519388,1.9556229759677435,1.9419625406477885
58,2.456647711390284,2.2023080092884664,2.082450709306252,2.024317717326106,1.9956954595232943,1.9814958498579571
59,2.517175775623304,2.2515888589365556,2.126653822276114,2.066112183648356,2.0363173925632987,2.0215394400605446
60,2.570418578852916,2.2944944659590734,2.164924041483781,2.1021910016353784,2.0713312181905636,2.0560284267301245
61,2.617795177352696,2.3307469444574225,2.1961769530887314,2.1310798650812677,2.099071331410044,2.0832024974976684
62,2.628593380055171,2.3336140527284397,2.195678552157185,2.1290380246837888,2.0962912775474463,2.080061645910736
63,2.6269661214021625,2.3284175844874553,2.189016736000432,2.1217173289104947,2.088658811655094,2.072277721297333
64,2.669621444757174,2.36389453508007,2.221217760929136,2.1523568927074446,2.11853643844284,2.1017791852774055
65,2.7599998564844914,2.4403682143822887,2.291352429162484,2.2194690906109265,2.1841732971038534,2.1666874288877755
66,2.8770084177210933,2.5404107668467146,2.3836746720799145,2.308111847124667,2.271020213425338,2.25264744991928
67,3.0296872733676867,2.6721440091521202,2.5057625847969263,2.4255771846181933,2.386223411691614,2.3667319755113523
68,3.1931774726284106,2.808411289014705,2.629652926675075,2.5435770851989985,2.5013512466275416,2.4804420962752536
69,3.277496197983117,2.872459378094251,2.6848920576683706,2.5947185986108936,2.5505177865038084,2.5286393671139797
70,3.3147712917566916,2.900428397097554,2.708853920929789,2.616825482628043,2.5717329216670315,2.549417428512707
71,3.4133824689611307,2.9862677522905825,2.788775768484469,2.693903209925521,2.6474170549673075,2.6244118927212057
72,3.61879214383052,3.164517876793105,2.954459999369141,2.853551527957495,2.804108492397177,2.7796401695656425
73,3.893576973459661,3.4011750464620887,3.173665263861987,3.0644157312122866,3.010896347680754,2.984413303938518
74,4.218202734044972,3.6818239030084454,3.434141169902774,3.3152392918946254,3.25699998060909,3.2281835096119043
75,4.585605682240725,3.9940839906674213,3.7211840147352175,3.59024288574278,3.5261238938954076,3.4944025987126492
76,4.868882055244725,4.227410379719325,3.9322620312065864,3.790835347146831,3.7216281757253835,3.6874010884853385
77,5.101442634033443,4.425798662433765,4.11525765952933,3.9665300979313165,3.8937682270115825,3.8577876005572533
78,5.490986354933304,4.764123721334879,4.429808516548309,4.269647416923091,4.191281563526566,4.152527464910767
79,6.022891022087448,5.22225504692853,4.854202165440634,4.677922596291455,4.591681031735633,4.549034882284942
80,6.672105676248346,5.782341893819147,5.373435364852558,5.177616901767587,5.081823516375774,5.034455704024916
81,7.4370930926679915,6.44097034721891,5.98330093401082,5.764161737446332,5.6569683730114715,5.603965519600978
82,8.24159837610781,7.121466104000396,6.607459257873875,6.361508124852879,6.241241183809425,6.181784222825158
83,8.878248387260216,7.651686828308147,7.090138487848882,6.821743195078022,6.690575676774851,6.625747804182991
84,9.488119780675602,8.173989610731702,7.572592692947749,7.285208892407522,7.144775980748124,7.075372344270029
85,10.37808722420865,8.939290419782038,8.280561023522992,7.965727878792857,7.811870748761482,7.73583058611449
86,11.428970104555738,9.825049772988248,9.091663835712703,8.741379920195389,8.570255470013572,8.485696072363378
87,12.359698042308747,10.60028431175244,9.797421401869311,9.414334193249779,9.227276697687044,9.134867267221184
88,13.261457441287828,11.364795544997584,10.49985502791811,10.087278391730248,9.885853386425435,9.786354359819551
89,14.419525207298529,12.342398867842942,11.39536821028087,10.943714179918459,10.723233599500478,10.614327897015748
90,15.580419394753296,13.300767784573196,12.263553301961924,11.76940695830601,11.528309322056169,11.409251440152245
91,16.6733392564095,14.221389546954605,13.107145280895391,12.576604663217479,12.31782055145209,12.19004677220386
92,18.245524167175798,15.561826061166881,14.34172359579743,13.760675235791354,13.477230682920759,13.33727690207716
93,20.198306603734245,17.22015826686736,15.866822236917924,15.222461995273264,14.908162885971088,14.752983956552534
94,22.556208942369636,19.234438675994166,17.724528722217364,17.00551888277295,16.65478054421584,16.481607103791887
95,25.477106973818174,21.74101498168546,20.041469318941108,19.231849260792103,18.836832326099696,18.641781627758053
96,28.92671338461097,24.649096082868517,22.703444679983704,21.7767178632226,21.324601176974152,21.101369890850314
97,31.722620819759566,26.954982353905038,24.79179777394876,23.762715303475854,23.26096398112529,23.01330244277493
98,34.167799622125365,29.029186067509798,26.698414272941918,25.589765569774826,25.049252907039715,24.7824700963902
99,37.718732291459276,32.0682142876586,29.502118577692986,28.28086192792733,27.68528710215483,27.39129337297738
100,42.144541251185046,35.8020746735245,32.922735812039114,31.552661549065235,30.88457350352839,30.554807237547422
101,46.7641582288102,39.705391403373696,36.502573942930255,34.978957316244916,34.236079465447816,33.869426060674265
102,52.07570173134829,44.22928769347723,40.666774506687425,38.971539681297465,38.14485711061092,37.73682263891736
103,58.0021254574026,49.18369794995056,45.18124078941034,43.27713773767131,42.34872566585667,41.8905253608993
104,62.571025703107566,52.9141899493872,48.54102945237709,46.46290359363272,45.45020052595173,44.95054840366239
105,66.36564077558114,56.102423202621075,51.456375233053194,49.24897621683149,48.173363578597275,47.64270674443198
106,71.78772040976237,60.6981460622659,55.67345311384351,53.285235376266634,52.12129597197767,51.547026348803435
107,78.27082653742745,66.12461975074706,60.62338271558734,58.0092419670163,56.73532768135827,56.10684609112502
108,84.96278273879635,71.71430928678147,65.71648129089797,62.8670545211614,61.47864234180018,60.79372866738664
109,91.64828165854404,77.28889992791278,70.78999902111526,67.70308028346149,66.19908121365381,65.45719725729003
110,97.82536143592324,82.36158651021768,75.36794320315033,72.04742876136787,70.4299671872239,69.63221627059147
111,102.16738523437574,85.83171001972141,78.45430884580423,74.95423089446035,73.24994707506029,72.40954422822554
112,105.15084744344344,88.24356272865649,80.61307659226664,76.99421971549909,75.23241014428102,74.36372920798254
113,108.78207506897702,91.20105748952024,83.26685918086837,79.5043503716926,77.6727218087985,76.7696579316659
114,112.1848263176251,93.89582711201099,85.65085007787252,81.74317960099572,79.84143008469184,78.9039353539761
115,114.95406513266775,96.07918504127596,87.57699812450645,83.5492133888619,81.589449965474,80.62347276100354
116,117.6035003529249,98.19987317284155,89.46253758854803,85.32425928419681,83.31096528243066,82.3186681578405
117,120.26625057424579,100.25078150714616,91.24387882967191,86.97968424872934,84.9055931430486,83.88345071433788
118,120.91402766783858,100.55156482622789,91.40427155461997,87.07748392872716,84.97390164129396,83.93746160791856
119,119.77037329553032,99.43299437614924,90.30685926255953,85.99259077826311,83.89571937565597,82.86274244008169
120,118.34038324585913,98.15991097980694,89.1069734573739,84.82816462276436,82.74875299652841,81.72443589309947
121,117.69417796458325,97.54298912787189,88.50327449172866,84.23104418809399,82.15494112617552,81.13228445691787
122,117.19746001342779,97.02005800962755,87.97246388868987,83.69767086946366,81.62062839994412,80.5975854435431
123,116.52510631195466,96.36350054165334,87.32576471864073,83.05654470536084,80.9824573888169,79.9609324738242
124,115.48482600777629,95.35241761489779,86.33293182214985,82.07391548452223,80.00520818793163,78.98643803577382
125,112.81046292928303,92.95929135122805,84.07695911627513,79.88555836364783,77.85040848694443,76.84833903883634
126,109.11342934652096,89.83648508695175,81.21436418960997,77.14668695307515,75.17185252971001,74.19954313872344
127,106.40821918558535,87.57502898022975,79.1471704571475,75.17050630091774,73.23974131348501,72.28910810188567
128,104.11521947731438,85.61828718790488,77.34155413682119,73.43660471520167,71.540783887456,70.60739280710388
129,101.79830738676053,83.66178150051712,75.54525274590019,71.71589787735685,69.85680741888554,68.94151508911378
130,99.56157505695339,81.78465564680533,73.8261133354623,70.07090811044507,68.24775439236042,67.35014866493718
131,97.04066610784541,79.61200313837965,71.81038980044312,68.12986629045801,66.34316922508481,65.46356841038613
132,92.93292370092502,76.10779928425133,68.58376913522825,65.0361749592236,63.31451288661683,62.4670554203862
133,88.09411713395828,72.11662516141442,64.97067261871732,61.60129457855213,59.96612790490636,59.16125072666361
134,84.50631105973467,69.19013413411557,62.3319684345945,59.09677476339494,57.52640087522922,56.75334134877169
135,81.63966655108995,66.80428396632237,60.15915784161979,57.02422835575893,55.5024986109713,54.7533820242612
136,78.74425724711456,64.39477585737404,57.96604743131197,54.93316340853517,53.46098495755356,52.73626788488082
137,75.97622705125013,62.130316493020686,55.922441132044156,52.99287685847805,51.570665674977775,50.870503933947916
138,73.58959902781709,60.12753440687593,54.088610476385526,51.23845331425281,49.854761181670376,49.173559202313854
139,70.0493405200792,57.129306829430064,51.33962530212913,48.60873632791108,47.28336619136145,46.630980019756215
140,65.60686068341336,53.43448172967331,47.9826168551859,45.41194264903679,44.16456536243231,43.55062911753829
141,61.1126682907377,49.76271604510819,44.677540590440984,42.2795277336898,41.11588903318527,40.54315913575614
142,57.72668192980126,47.01582620632733,42.21090662677311,39.94390909046533,38.843598936835896,38.30198209836373
143,54.93369849433407,44.71509524866293,40.12941094856988,37.96569980945819,36.9155083927581,36.398561023624325
144,52.201161579951545,42.4701731116149,38.10201670579437,36.040819514825344,35.040373295271934,34.547911314585846
145,49.57621961277623,40.30249488629194,36.138212502037,34.173142546845284,33.21936280883946,32.74987619487305
146,46.539672092809184,37.77988094549459,33.848620830073656,31.994212283603257,31.094332972950177,30.651424436809343
147,43.23421117899845,35.074016612188245,31.411832718706407,29.68447619185899,28.846295183922866,28.43376452943769
148,40.365813960807536,32.746750656217614,29.324275827923856,27.709430022191995,26.925729103350495,26.53998543037848
149,37.941312190975964,30.773446358747837,27.55138725350058,26.03074064861226,25.29268499345693,24.929392409883057
150,35.77490859636349,29.00738304665512,25.963434157898643,24.52657007522337,23.829128509439336,23.485816381983366
151,33.77820034685581,27.383689767713477,24.505460391350375,23.146484892823203,22.48678315949398,22.162033249474796
152,31.913103742829836,25.852055096379587,23.122785470601624,21.83405780073552,21.208456291775526,20.900493957543574
153,29.776026060985544,24.08830914164261,21.528560704154636,20.320322067443986,19.733912378902804,19.445272208141553
154,27.552022393964197,22.282689090491665,19.91038974036114,18.79052151698295,18.246984056145614,17.979442542573498
155,25.745282516312898,20.828043730139772,18.611311313497342,17.564325308863495,17.056040675881135,16.805823570522115
156,24.285134782282498,19.64770341905143,17.555075656094665,16.566343725426655,16.086262766410265,15.849912665687704
157,23.055262717715863,18.65447577240202,16.666547853420177,15.726908505603951,15.270583648726735,15.045911269424337
158,22.000384093548526,17.80295130711205,15.90476847593438,15.00716642087205,14.571174273701406,14.35649486852188
159,21.011682874628367,16.992310545245694,15.173618617505799,14.31349147959585,13.895687099422524,13.689961662574362
160,19.82588141215817,16.017059390065068,14.29401249206107,13.479287787982338,13.083586010173828,12.888756944134444
161,18.620930348021364,15.046139361427066,13.427489033474837,12.661855586927278,12.289937564383377,12.106805710293955
162,17.719549439904895,14.326088963398472,12.786899319668974,12.058340832368897,11.704318885025941,11.529973239860174
163,17.00421867630432,13.748685007749716,12.270483323583793,11.570514145576045,11.230324545345269,11.062777820724866
164,16.366187165781902,13.235610306087988,11.812498305314763,11.138311251111066,10.810584869737815,10.649161354876192
165,15.831229604777022,12.809741108558699,11.434046696006124,10.781902469955222,10.464796492627318,10.308582554195372
166,15.358374419805397,12.42268395471592,11.084760659743438,10.450327947284036,10.141797190381844,9.989800319532907
167,14.68668124226961,11.866809664380881,10.581983049278548,9.97286690895823,9.676686809592535,9.530784904728321
168,13.910356696036207,11.237168452500999,10.018418933284975,9.440515677989238,9.159490665351289,9.021049905634285
169,13.22223391605593,10.681795339015526,9.522276856324195,8.972235637433114,8.704712645994924,8.572912940260766
170,12.599692974452234,10.17609572620644,9.069156822013412,8.543948795753128,8.288483903676154,8.162620687554659
171,12.011541940601036,9.699267379931056,8.642423380911136,8.140868015534487,7.896885657581766,7.776674910770179
172,11.474717669321517,9.26428874133477,8.253164137230673,7.7731751012328365,7.539658183510017,7.424598248999803
173,10.947471178657942,8.832336674930811,7.864528639176177,7.405100440944842,7.181592290156368,7.071465989088287
174,10.34775293032865,8.34083714701271,7.422708539316598,6.986946193819788,6.774975547422102,6.670540360090393
175,9.750412978709043,7.861031202402359,6.99590060703112,6.585149288698438,6.385313557236561,6.286849982309767
176,9.332026510164429,7.531953917918652,6.705922474671199,6.313371246476951,6.122307035817359,6.028146082321846
177,9.080235539941667,7.334669461844833,6.532093418771803,6.15038115937608,5.9645229113717395,5.872911586158054
178,8.905456395159291,7.19849869318767,6.412299900742537,6.03810654538029,5.855847840913479,5.765996800122339
179,8.7879541356587,7.110927771245335,6.336829982704176,5.968055957750753,5.78835815642305,5.699751775018067
180,8.709409521603675,7.04850223817526,6.2806053427315005,5.914567551253565,5.736155848154079,5.648173818443823
181,8.506450752720129,6.879992965990587,6.127835404227372,5.769300639176784,5.594548756286332,5.508373446035449
182,8.256248979231845,6.6844235820873,5.956159243572294,5.608732775563382,5.439328645532335,5.355775878864236
183,8.164599991481815,6.620455264749164,5.9027971931546075,5.559981717897042,5.392721365621273,5.310203221274399
184,8.147775153318822,6.611837688027693,5.896590520937298,5.554653042367218,5.38775694484732,5.305405755991371
185,8.142286532788464,6.612901491181223,5.899240169493484,5.557772990637788,5.391038669013053,5.308753875030851
186,8.14614851693569,6.622639125334565,5.910080347541509,5.5688155794088345,5.402103374463564,5.319814131810311
187,8.133882150483311,6.612870765764116,5.900404741835523,5.559003732649614,5.392185045377216,5.309836848501447
188,7.966595459947849,6.471570359098688,5.7712364042174364,5.43568495866459,5.271735119105422,5.190808085758347
189,7.706191348774324,6.263529610937022,5.586765163866408,5.262320381970999,5.103752831543137,5.025474263138833
190,7.543838314682668,6.139457855678765,5.478818330548247,5.161737963041718,5.006683635766753,4.930122162632852
191,7.448033874902279,6.065711076956929,5.4141679834730345,5.101207875796425,4.948110196093866,4.8725047615983215
192,7.36938969959852,6.00697564031249,5.363469222696598,5.054103469988117,4.9027001059292346,4.827920245777618
193,7.339975496177162,5.992185968924351,5.3536979720497255,5.046357608416679,4.895851966509968,4.821497860648926
194,7.36647332273872,6.016874330842599,5.376088177263232,5.0673787859109085,4.91614184192081,4.84141701649276
195,7.281698658308366,5.944322363120399,5.309113315004225,5.003081355614892,4.853154248687615,4.77908028607586
196,7.118468580184653,5.812517638867904,5.191426467967787,4.892052520508997,4.745353061507121,4.67286952922014
197,6.987218825144631,5.712224112703596,5.104350554871649,4.811043573209878,4.6672434589222025,4.596179423412565
198,6.965516580578572,5.705103515209139,5.1020932942608495,4.810700787788294,4.667734726937582,4.597063202509615
199,7.0548941187120455,5.787483900862801,5.179088090965312,4.884680993701833,4.740136741488723,4.668667293552604
200,7.172736936799056,5.8897365848035514,5.272319707964526,4.973247506454339,4.826340438811549,4.75369145872305
201,7.239917418024577,5.944371197085822,5.320069039029666,5.017527373205278,4.868885083945795,4.795376362348984
202,7.14838036987832,5.8645663518614,5.245877290751683,4.946089838149437,4.798809505860477,4.7259810442232
203,6.960517049683297,5.714446640673103,5.112949248042101,4.821295101687429,4.677961779908558,4.607077996505584
204,6.8765783311305935,5.655877852283917,5.064469556654718,4.777266540257865,4.636014612588023,4.566140444888609
205,6.899320420589346,5.682510182873191,5.091160426239261,4.803618908791827,4.6621116955376145,4.592095934500025
206,6.957857199193993,5.735270305603552,5.139703240500663,4.8498412721744995,4.70712713652878,4.636504459271681
207,6.99119757462722,5.768578411513056,5.171573914629228,4.88072890883914,4.737461019019891,4.6665533011492855
208,7.039508747741618,5.813548992648873,5.213283324906918,4.920538808401432,4.776261567491782,4.704842284206225
209,7.026245093492248,5.802296930185171,5.202291378306754,4.9095588253382605,4.765261115849137,4.693829649004413
210,6.946387963145215,5.7387450060893155,5.145792239830125,4.8563273990991735,4.713599105416151,4.642938443339482
211,6.8827086706103175,5.689582912440899,5.1025137433124765,4.815689585735901,4.674209001786063,4.604157152579875
212,6.804200637490579,5.626692544301102,5.046401366293204,4.7627237985616215,4.622755928825653,4.553447655601568
213,6.721478577547488,5.564147385846948,4.9923780729229,4.712582881101374,4.574462027305239,4.50605634437701
214,6.6857038270816265,5.540583221063152,4.973189962985625,4.695213364109428,4.557913964410869,4.489901582297283
215,6.627160606205291,5.491216682568676,4.927689134566353,4.651504244163484,4.515067766469743,4.447481530092444
216,6.447375301686451,5.3381373170722375,4.787870255398259,4.518224454083349,4.38502982676815,4.3190551243876385
217,6.207130348272701,5.143911547039067,4.615423075535274,4.356236514072499,4.228156494228078,4.164706168359601
218,6.094786522276802,5.060430269051875,4.544152637993793,4.290522477729761,4.165085637499281,4.102924839559296
219,6.078949226150175,5.054356323831892,4.541302970166609,4.288925207287438,4.16402799537637,4.102120311943467
220,6.117672572104632,5.092779916509706,4.577967744613174,4.324407437735259,4.198849237463729,4.136600769183609
221,6.159108950757695,5.131079717844873,4.613442239576537,4.358253173006139,4.231832205089182,4.16914733711324
222,6.147316101777815,5.12044934565958,4.602766083707,4.347460351706033,4.220961267812674,4.158236885593966
223,6.014535311591866,5.007139220191864,4.499143820691005,4.2486205452992625,4.124493646260824,4.06294921681082
224,5.819626850040569,4.846158230170266,4.354575939411049,4.112023497494783,3.9918173735381077,3.932213303772202
225,5.641348571096453,4.699972583874235,4.223674851848456,3.988495182733094,3.871903940373681,3.8140863784082684
226,5.4685987342594595,4.557370470603471,4.095622952449986,3.867502246057075,3.7543813584347996,3.6982809673317925
227,5.294717660687629,4.414053388401325,3.967047005546776,3.74607413508729,3.636466371375688,3.582103863306397
228,5.1213866683879825,4.271808335187443,3.839756368359641,3.6260223958443536,3.5199691720952364,3.46736404559558
229,4.949343144382398,4.128123828694654,3.709937656518587,3.5029766946508465,3.4002657467216273,3.349316664791024
230,4.723560678485603,3.937518348606171,3.5372016263718535,3.339099839002662,3.240790728232042,3.1920282366022463
231,4.472402246192363,3.7279504522220543,3.3484596662950867,3.160609646324123,3.0673764836815423,3.0211308203620266
232,4.251758284758309,3.547550205555512,3.187705252199689,3.0094073389279674,2.920874015827738,2.8769520319336364
233,4.119840633537738,3.4412805645335687,3.0934646610720367,2.920919356462633,2.8351943495958305,2.7926564626293606
234,4.020890316387645,3.3600743511981337,3.020760607077772,2.8523244698163563,2.7686158518982404,2.7270743786586187
235,3.9315704940428113,3.287920114680942,2.956667819097442,2.7920890979272004,2.7102636699842355,2.669650510802478
236,3.848245546039709,3.218288229731756,2.8935908600952494,2.7321911960563146,2.6519301544544938,2.6120909535244325
237,3.7062448982118648,3.096903587194962,2.7829414528605994,2.6269220931128165,2.5493487561162667,2.5108472496402077
238,3.526679667460869,2.947588925234237,2.6488522126159504,2.5003346598206555,2.4264765226281417,2.389816493421831
239,3.38166888108121,2.8290589115815052,2.5432029175461803,2.400939736291039,2.3301574393394384,2.2950173020340925
240,3.2662643088542938,2.734033792414424,2.458150304695512,2.320745493892554,2.25235653305265,2.2184001238141446
241,3.1593171392521873,2.6457302925705863,2.3790138069209097,2.2460843756120163,2.1799022627268787,2.1470378789239084
242,3.0593372009691486,2.5640598871369935,2.306232180070336,2.1776145561856284,2.113551572962888,2.0817342532943073
243,2.969418722861576,2.4889152822432212,2.238362674033561,2.1133079202080167,2.051005692340604,2.020060636699381
244,2.843019186150279,2.3815831401965637,2.1409732602167653,2.0208960163934515,1.9610782013689516,1.931368922796095
245,2.705203917375326,2.2674000327673207,2.038690716342263,1.9244737890985348,1.8675570989234442,1.8392853821444803
246,2.599940950452477,2.180909738981166,1.9614286422711171,1.8517127835780707,1.7970145590912625,1.7698400908120353
247,2.5085150348361527,2.1049281359722376,1.8931858481494002,1.7872769163868536,1.7344627181592225,1.7082218618815654
248,2.4244022906833775,2.0360147548843788,1.8317544290162187,1.7294937311023018,1.6784768537742665,1.6531248164083125
249,2.3637562833781587,1.9878003056097715,1.7893739681528087,1.6898959769053756,1.6402350448945358,1.6155503646281382
250,2.319929598944041,1.9512572833417532,1.7562993334041972,1.6584995938333136,1.6096639010056402,1.585387284425319
