date,value
2025-12-21,2.4
2025-12-22,2.4
2025-12-23,2.4
2025-12-24,2.4
2025-12-25,2.4
2025-12-26,2.4
2025-12-27,2.4
2025-12-28,5.257142857
2025-12-29,5.257142857
2025-12-30,5.257142857
2025-12-31,5.257142857
2026-01-01,5.257142857
2026-01-02,5.257142857
2026-01-03,5.257142857
2026-01-04,1.257142857
2026-01-05,1.257142857
2026-01-06,1.257142857
2026-01-07,1.257142857
2026-01-08,1.257142857
2026-01-09,1.257142857
2026-01-10,1.257142857
2026-01-11,1.828571429
2026-01-12,1.828571429
2026-01-13,1.828571429
2026-01-14,1.828571429
2026-01-15,1.828571429
2026-01-16,1.828571429
2026-01-17,1.828571429
2026-01-18,1.371428571
2026-01-19,1.371428571
2026-01-20,1.371428571
2026-01-21,1.371428571
2026-01-22,1.371428571
2026-01-23,1.371428571
2026-01-24,1.371428571
2026-01-25,3.428571429
2026-01-26,3.428571429
2026-01-27,3.428571429
2026-01-28,3.428571429
2026-01-29,3.428571429
2026-01-30,3.428571429
2026-01-31,3.428571429
2026-02-01,0.457142857
2026-02-02,0.457142857
2026-02-03,0.457142857
2026-02-04,0.457142857
2026-02-05,0.457142857
2026-02-06,0.457142857
2026-02-07,0.457142857
2026-02-08,0.228571429
2026-02-09,0.228571429
2026-02-10,0.228571429
2026-02-11,0.228571429
2026-02-12,0.228571429
2026-02-13,0.228571429
2026-02-14,0.228571429
2026-02-15,0.8
2026-02-16,0.8
2026-02-17,0.8
2026-02-18,0.8
2026-02-19,0.8
2026-02-20,0.8
2026-02-21,0.8
2026-02-22,0.114285714
2026-02-23,0.114285714
2026-02-24,0.114285714
2026-02-25,0.114285714
2026-02-26,0.114285714
2026-02-27,0.114285714
2026-02-28,0.114285714
2026-03-01,0.457142857
2026-03-02,0.457142857
2026-03-03,0.457142857
2026-03-04,0.457142857
2026-03-05,0.457142857
2026-03-06,0.457142857
2026-03-07,0.457142857
2026-03-08,0.0
2026-03-09,0.0
2026-03-10,0.0
2026-03-11,0.0
2026-03-12,0.0
2026-03-13,0.0
2026-03-14,0.0
2026-03-15,0.457142857
2026-03-16,0.457142857
2026-03-17,0.457142857
2026-03-18,0.457142857
2026-03-19,0.457142857
2026-03-20,0.457142857
2026-03-21,0.457142857
2026-03-22,0.457142857
2026-03-23,0.457142857
2026-03-24,0.457142857
2026-03-25,0.457142857
2026-03-26,0.457142857
2026-03-27,0.457142857
2026-03-28,0.457142857
2026-03-29,0.0
2026-03-30,0.0
2026-03-31,0.0
2026-04-01,0.0
2026-04-02,0.0
2026-04-03,0.0
2026-04-04,0.0
2026-04-05,0.342857143
2026-04-06,0.342857143
2026-04-07,0.342857143
2026-04-08,0.342857143
2026-04-09,0.342857143
2026-04-10,0.342857143
2026-04-11,0.342857143
2026-04-12,0.114285714
2026-04-13,0.114285714
2026-04-14,0.114285714
2026-04-15,0.114285714
2026-04-16,0.114285714
2026-04-17,0.114285714
2026-04-18,0.114285714
2026-04-19,0.114285714
2026-04-20,0.114285714
2026-04-21,0.114285714
2026-04-22,0.114285714
2026-04-23,0.114285714
2026-04-24,0.114285714
2026-04-25,0.114285714
2026-04-26,0.8
2026-04-27,0.8
2026-04-28,0.8
2026-04-29,0.8
2026-04-30,0.8
2026-05-01,0.8
2026-05-02,0.8
2026-05-03,0.0
2026-05-04,0.0
2026-05-05,0.0
2026-05-06,0.0
2026-05-07,0.0
2026-05-08,0.0
2026-05-09,0.0
