age_group,0,1-4,5-12,13-17,18-49,50-64,65+,All
0,70.4 [70.4 - 70.4],4.5 [4.5 - 4.5],7.4 [7.4 - 7.4],8.2 [8.2 - 8.2],2.0 [2.0 - 2.0],1.4 [1.4 - 1.4],0.0 [0.0 - 0.0],289.1 [289.1 - 289.1]
1-4,10.2 [10.2 - 10.2],101.7 [101.7 - 101.7],39.7 [39.7 - 39.7],39.3 [39.3 - 39.3],9.3 [9.3 - 9.3],6.5 [6.5 - 6.5],0.0 [0.0 - 0.0],198.3 [198.3 - 198.3]
5-12,6.4 [6.4 - 6.4],15.5 [15.5 - 15.5],59.5 [59.5 - 59.5],31.8 [31.8 - 31.8],6.6 [6.6 - 6.6],4.7 [4.7 - 4.7],0.0 [0.0 - 0.0],92.8 [92.8 - 92.8]
13-17,3.2 [3.2 - 3.2],7.0 [7.0 - 7.0],15.2 [15.2 - 15.2],47.4 [47.4 - 47.4],3.7 [3.7 - 3.7],2.8 [2.8 - 2.8],0.0 [0.0 - 0.0],94.2 [94.2 - 94.2]
18-49,24.8 [24.8 - 24.8],51.4 [51.4 - 51.4],95.4 [95.4 - 95.4],111.5 [111.5 - 111.5],36.5 [36.5 - 36.5],19.7 [19.7 - 19.7],0.0 [0.0 - 0.0],99.5 [99.5 - 99.5]
50-64,25.2 [25.2 - 25.2],54.0 [54.0 - 54.0],104.5 [104.5 - 104.5],126.4 [126.4 - 126.4],29.4 [29.4 - 29.4],51.2 [51.2 - 51.2],0.0 [0.0 - 0.0],159.3 [159.3 - 159.3]
65+,180.7 [180.7 - 180.7],383.1 [383.1 - 383.1],722.9 [722.9 - 722.9],858.0 [858.0 - 858.0],195.0 [195.0 - 195.0],162.5 [162.5 - 162.5],273.5 [273.5 - 273.5],1038.6 [1038.6 - 1038.6]
All,320.8 [320.8 - 320.8],617.2 [617.2 - 617.2],1044.7 [1044.7 - 1044.7],1222.6 [1222.6 - 1222.6],282.5 [282.5 - 282.5],248.8 [248.8 - 248.8],273.5 [273.5 - 273.5],334.5 [334.5 - 334.5]
