date,m_t,beta_adj,R0_t,R0_novax_t,Reff_t,Reff_novax_t,new_H,prevalence,incidence
2025-09-01,1.0,0.022235502328277233,0.4766757153729815,0.4766757153729815,0.47665436354312174,0.47665436354312174,0.0,0.0,0.0
2025-09-02,1.0240991145715774,0.02277054504359121,0.9424594775704448,0.9424594775704448,0.9424173406064643,0.9424173406064643,0.7751073246082295,156.6626024778834,42.325039870392295
2025-09-03,1.048778996466289,0.023464788983103925,0.9711938262339062,0.9711938262339062,0.9711428184100042,0.9711428184100042,0.9045502478178038,182.82525709168993,50.898924905924915
2025-09-04,1.0740536416623945,0.02378601232665734,0.9844890716471907,0.9844890716471907,0.9844281177735837,0.9844281177735837,0.8627940081019122,182.27261703482418,52.01200617335536
2025-09-05,1.0999373834288364,0.02375626095027611,0.9832576796630463,0.9832576796630463,0.9831872341319389,0.9831872341319389,0.7842008433650212,177.18938329252367,51.29710090663372
2025-09-06,1.1264449004536492,0.02422377627240055,0.5192995288888627,0.5192995288888627,0.5192608871331826,0.5192608871331826,0.7068292522237292,171.99809560793895,29.68602498688839
2025-09-07,1.153591225168251,0.0254395393734795,0.5453625670597567,0.5453625670597567,0.5453196049326505,0.5453196049326505,0.6398525857598198,167.27766869972496,30.45561378218474
2025-09-08,1.1813917522723472,0.027222557799211004,1.1267256691686696,1.1267256691686696,1.1266238827445443,1.1266238827445443,0.5708779649219192,152.69468698077557,52.37161297182618
2025-09-09,1.209862247464275,0.027501056681540025,1.1382525742401692,1.1382525742401692,1.1381379528214217,1.1381379528214217,0.5131677503322454,137.6354040862992,47.57676174913469
2025-09-10,1.239018856381743,0.02771065010830648,1.1469275230002596,1.1469275230002596,1.1468013012296643,1.1468013012296643,0.48273890106599415,135.88264494653558,47.795465505629714
2025-09-11,1.2688781137580316,0.028394249681870806,1.1752213076125948,1.1752213076125948,1.1750807864731696,1.1750807864731696,0.4598176996875843,136.46202026439357,49.720795760068015
2025-09-12,1.2994569527988535,0.029074273085819988,1.2033670766661988,1.2033670766661988,1.2032110982213589,1.2032110982213589,0.44255206072818476,137.83204831169257,51.92962320379819
2025-09-13,1.3307727147851862,0.02947793874676334,0.6319361412386406,0.6319361412386406,0.6318596230235324,0.6318596230235324,0.43165741219301346,140.20031450160394,29.92313713333361
2025-09-14,1.3628431589075236,0.030132632587727234,0.6459712032932043,0.6459712032932043,0.6458901201335905,0.6458901201335905,0.4267464280521255,143.61159051332146,31.38283845665833
2025-09-15,1.3956864723371267,0.030985760821966392,1.282482430723035,1.282482430723035,1.282290616101816,1.282290616101816,0.4104890747462992,135.799489809428,55.14296747130635
2025-09-16,1.42932128053998,0.03193023514239905,1.321573667797494,1.321573667797494,1.3213608469792595,1.3213608469792595,0.39545900972848885,126.27495839973895,52.35384673040415
2025-09-17,1.463766657839307,0.032445139940589646,1.3428852747955788,1.3428852747955788,1.3426546109738773,1.3426546109738773,0.3983348485698492,129.6452303367043,54.87007104724963
2025-09-18,1.4990421382326315,0.03288114987203162,1.3609314696238377,1.3609314696238377,1.3606822846562543,1.3606822846562543,0.40382263911763944,135.36020854182306,58.45613729733856
2025-09-19,1.5351677264695225,0.0342671648692293,1.4182978158251731,1.4182978158251731,1.418020823295957,1.418020823295957,0.41220466708730885,142.16371457464143,64.39950606784322
2025-09-20,1.5721639093962994,0.037408057391463426,0.8016148663940343,0.8019388208339573,0.8017996569219974,0.8017996569219974,0.4242520977003747,149.99049400857785,40.77968989164412
2025-09-21,1.61005166757414,0.03754664169355073,0.8042594683149551,0.8049097351115695,0.8044400286711488,0.8047651795818287,0.4426813143520625,159.82706073128904,43.635668746007276
2025-09-22,1.6488524871771688,0.03705586617857509,1.5304696651506773,1.5337205241562504,1.5312125744331908,1.5333803523393021,0.4506428924800263,156.88619506737567,76.9610457750964
2025-09-23,1.688588372177282,0.0367187537592916,1.515473886476037,1.5197676392361823,1.516184740214475,1.5194057774794127,0.4587069438184129,151.6016992627461,72.72512681218092
2025-09-24,1.729281856822616,0.03747415092363325,1.5455571289165206,1.551033083936813,1.5462586798875912,1.5506403381669962,0.48629939479277823,163.07815987220314,80.11024277325933
2025-09-25,1.7709560184167343,0.03818021730186967,1.5735638241831529,1.5802567563912435,1.574251665915992,1.579830109467856,0.5118514486332368,176.11560927282568,88.63694625152165
2025-09-26,1.813634490405784,0.03939809563902087,1.62260896986004,1.630664025043732,1.6232878311377603,1.6301931939836138,0.541793363883389,191.19547109063748,99.8238862405253
2025-09-27,1.8573414757810376,0.04077826778823646,0.8713698738737745,0.8741880296947004,0.8714988633693282,0.8739696132799324,0.5786021208586574,208.7090321960474,61.73417603982869
2025-09-28,1.9021017608044275,0.041573761874605736,0.8880145059097198,0.8912415105244476,0.888137819254465,0.8910106201061186,0.625312730373098,229.71169408432235,69.29347282211457
2025-09-29,1.9479407290648532,0.04374695729864206,1.7977536770346312,1.8106608533983664,1.7984780948373398,1.8100628586160594,0.6504795155300893,229.33617277893677,132.75185304095103
2025-09-30,1.9948843758732293,0.0450316416293617,1.849189090223625,1.8638331828641337,1.8498818447699517,1.8631645257069702,0.6776677096279657,225.673200066955,132.5302176940234
2025-10-01,2.0429593230044483,0.04845289892928688,1.9882203260600768,2.005437011905067,1.9889101515423426,2.004661712534859,0.7476948050940277,253.2529373768365,160.6364851698144
2025-10-02,2.000213743257867,0.04821735507876466,1.9771031095485698,1.9956879903562577,1.97772237742626,1.9948484583181503,0.8232575862400797,286.54927454345045,181.9011924442699
2025-10-03,1.9583625447979296,0.04564073292160318,1.870078035194275,1.8890431134995054,1.8705917188923746,1.8881746884448787,0.9242737008599254,330.2613913619389,199.4986454319535
2025-10-04,1.9173870141602125,0.04366580469324433,0.9303187052920834,0.9360898792477048,0.9304765168226661,0.9357214200725557,1.0430775962824739,380.8014568812769,120.3095145121264
2025-10-05,1.8772688294289024,0.04189041265948041,0.8919906248675197,0.8980297421180096,0.8921259324067381,0.8976599657792022,1.16904096326595,434.0024488772202,131.55075942322145
2025-10-06,1.837990052044283,0.041126868451499946,1.680357516292677,1.7022169157878024,1.6810358577647428,1.7012937600217808,1.2369218208966295,439.63832922587335,238.54835027213664
2025-10-07,1.7995331187816366,0.03958021986571375,1.6156367392192665,1.6382020397558668,1.6162070595754292,1.637228272013366,1.2937828360897425,434.09349321765194,223.34388442658837
2025-10-08,1.7618808338979752,0.03942254506614155,1.6076797453292322,1.6316759724638312,1.6081726075268177,1.6306281744428746,1.4083725572186947,479.2418989242394,246.26648523686146
2025-10-09,1.7250163614430845,0.04335334398356586,1.7663092988963052,1.7943694296058605,1.7667598367681094,1.7931217611632175,1.50869115891516,526.1770582697945,298.76552630379535
2025-10-10,1.68892321773145,0.041675999277676165,1.6963651667886324,1.7249451179702764,1.696691134141278,1.7236331044140076,1.6163370423103236,577.3546963280471,316.547302845333
2025-10-11,1.6535852639716944,0.03797750595913565,0.80532708194728,0.8141464291603093,0.8058825177268091,0.8136265631683822,1.774788342962357,647.6756448337522,177.2063124350345
2025-10-12,1.6189866990502328,0.03684448697159478,0.780266179517491,0.7898572258653427,0.780784228752372,0.7893313725185748,1.9440382122739566,721.5633377182514,191.40165210757476
2025-10-13,1.585112052465918,0.036387700555355,1.4715713384158025,1.5060655416784465,1.473449210224708,1.5047263250323424,2.000534154602434,714.6677437826604,340.66439205392896
2025-10-14,1.5519461774125154,0.035307049137169616,1.4247918190286144,1.4613380145564978,1.4265072833216368,1.4599271170695451,2.0343137605464126,689.0767099191153,314.1036278570732
2025-10-15,1.5194742440059172,0.03537890880544851,1.4246135347195397,1.4643122439961052,1.4262363421117894,1.462797341555469,2.1491781159673917,736.1430239510546,336.5387962253064
2025-10-16,1.4876817326530662,0.03688105935715039,1.4818974264835987,1.5264853725478762,1.4834816094952534,1.5247919247534512,2.2441384845383805,786.3236401213925,375.93594243480476
