date,value
2025-07-27,0.091428571
2025-07-28,0.182857142
2025-07-29,0.274285713
2025-07-30,0.365714284
2025-07-31,0.457142855
2025-08-01,0.548571426
2025-08-02,0.639999997
2025-08-03,0.639999997
2025-08-04,0.639999997
2025-08-05,0.639999997
2025-08-06,0.639999997
2025-08-07,0.639999997
2025-08-08,0.639999997
2025-08-09,0.639999997
2025-08-10,0.82285714
2025-08-11,1.005714283
2025-08-12,1.1885714260000002
2025-08-13,1.3714285690000003
2025-08-14,1.5542857120000004
2025-08-15,1.7371428550000005
2025-08-16,1.9199999980000007
2025-08-17,1.9199999980000007
2025-08-18,1.9199999980000007
2025-08-19,1.9199999980000007
2025-08-20,1.9199999980000007
2025-08-21,1.9199999980000007
2025-08-22,1.9199999980000007
2025-08-23,1.9199999980000007
2025-08-24,2.0114285690000004
2025-08-25,2.1028571400000002
2025-08-26,2.194285711
2025-08-27,2.285714282
2025-08-28,2.3771428529999996
2025-08-29,2.4685714239999994
2025-08-30,2.559999994999999
2025-08-31,2.651428565999999
2025-09-01,2.742857136999999
2025-09-02,2.8342857079999986
2025-09-03,2.9257142789999984
2025-09-04,3.017142849999998
2025-09-05,3.108571420999998
2025-09-06,3.1999999919999977
2025-09-07,3.4742857059999976
2025-09-08,3.7485714199999975
2025-09-09,4.022857133999998
2025-09-10,4.297142847999998
2025-09-11,4.571428561999999
2025-09-12,4.845714275999999
2025-09-13,5.119999989999999
2025-09-14,5.302857132999999
2025-09-15,5.485714275999999
2025-09-16,5.668571418999998
2025-09-17,5.851428561999998
2025-09-18,6.034285704999998
2025-09-19,6.217142847999997
2025-09-20,6.399999990999997
2025-09-21,6.582857133999997
2025-09-22,6.765714276999996
2025-09-23,6.948571419999996
2025-09-24,7.131428562999996
2025-09-25,7.314285705999995
2025-09-26,7.497142848999995
2025-09-27,7.679999991999995
2025-09-28,7.679999991999995
2025-09-29,7.679999991999995
2025-09-30,7.679999991999995
2025-10-01,7.679999991999995
2025-10-02,7.679999991999995
2025-10-03,7.679999991999995
2025-10-04,7.679999991999995
2025-10-05,7.862857134999994
2025-10-06,8.045714277999995
2025-10-07,8.228571420999995
2025-10-08,8.411428563999994
2025-10-09,8.594285706999994
2025-10-10,8.777142849999994
2025-10-11,8.959999992999993
2025-10-12,8.959999992999993
2025-10-13,8.959999992999993
2025-10-14,8.959999992999993
2025-10-15,8.959999992999993
2025-10-16,8.959999992999993
2025-10-17,8.959999992999993
2025-10-18,8.959999992999993
2025-10-19,9.142857135999993
2025-10-20,9.325714278999993
2025-10-21,9.508571421999992
2025-10-22,9.691428564999992
2025-10-23,9.874285707999992
2025-10-24,10.057142850999991
2025-10-25,10.23999999399999
2025-10-26,10.33142856499999
2025-10-27,10.42285713599999
2025-10-28,10.51428570699999
2025-10-29,10.60571427799999
2025-10-30,10.69714284899999
2025-10-31,10.78857141999999
2025-11-01,10.87999999099999
2025-11-02,10.97142856199999
2025-11-03,11.062857132999989
2025-11-04,11.154285703999989
2025-11-05,11.245714274999989
2025-11-06,11.337142845999988
2025-11-07,11.428571416999988
2025-11-08,11.519999987999988
2025-11-09,12.159999987999988
2025-11-10,12.799999987999989
2025-11-11,13.43999998799999
2025-11-12,14.07999998799999
2025-11-13,14.71999998799999
2025-11-14,15.359999987999991
2025-11-15,15.999999987999992
2025-11-16,16.457142844999993
2025-11-17,16.914285701999994
2025-11-18,17.371428558999995
2025-11-19,17.828571415999996
2025-11-20,18.285714272999996
2025-11-21,18.742857129999997
2025-11-22,19.199999986999998
2025-11-23,19.474285701
2025-11-24,19.748571415
2025-11-25,20.022857129000002
2025-11-26,20.297142843000003
2025-11-27,20.571428557000004
2025-11-28,20.845714271000006
2025-11-29,21.119999985000007
2025-11-30,21.21142855600001
2025-12-01,21.30285712700001
