date,value
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.428571429
2025-08-11,0.857142858
2025-08-12,1.285714287
2025-08-13,1.714285716
2025-08-14,2.142857145
2025-08-15,2.5714285739999996
2025-08-16,3.0000000029999994
2025-08-17,3.2857142889999995
2025-08-18,3.5714285749999997
2025-08-19,3.857142861
2025-08-20,4.142857147
2025-08-21,4.428571433
2025-08-22,4.714285719
2025-08-23,5.000000005
2025-08-24,5.000000005
2025-08-25,5.000000005
2025-08-26,5.000000005
2025-08-27,5.000000005
2025-08-28,5.000000005
2025-08-29,5.000000005
2025-08-30,5.000000005
2025-08-31,5.000000005
2025-09-01,5.000000005
2025-09-02,5.000000005
2025-09-03,5.000000005
2025-09-04,5.000000005
2025-09-05,5.000000005
2025-09-06,5.000000005
2025-09-07,5.142857148
2025-09-08,5.285714291
2025-09-09,5.428571433999999
2025-09-10,5.571428576999999
2025-09-11,5.714285719999999
2025-09-12,5.857142862999998
2025-09-13,6.000000005999998
2025-09-14,6.428571434999998
2025-09-15,6.857142863999997
2025-09-16,7.285714292999997
2025-09-17,7.714285721999997
2025-09-18,8.142857150999998
2025-09-19,8.571428579999997
2025-09-20,9.000000008999997
2025-09-21,9.428571437999997
2025-09-22,9.857142866999997
2025-09-23,10.285714295999997
2025-09-24,10.714285724999996
2025-09-25,11.142857153999996
2025-09-26,11.571428582999996
2025-09-27,12.000000011999996
2025-09-28,12.285714297999995
2025-09-29,12.571428583999994
2025-09-30,12.857142869999993
2025-10-01,13.142857155999993
2025-10-02,13.428571441999992
2025-10-03,13.714285727999991
2025-10-04,14.00000001399999
2025-10-05,14.42857144299999
2025-10-06,14.85714287199999
2025-10-07,15.28571430099999
2025-10-08,15.71428572999999
2025-10-09,16.14285715899999
2025-10-10,16.571428587999993
2025-10-11,17.000000016999994
2025-10-12,17.285714302999995
2025-10-13,17.571428588999996
2025-10-14,17.857142874999997
2025-10-15,18.142857161
2025-10-16,18.428571447
2025-10-17,18.714285733
2025-10-18,19.000000019
2025-10-19,19.285714305000003
2025-10-20,19.571428591000004
2025-10-21,19.857142877000005
2025-10-22,20.142857163000006
2025-10-23,20.428571449000007
2025-10-24,20.714285735000008
2025-10-25,21.00000002100001
2025-10-26,21.28571430700001
2025-10-27,21.57142859300001
2025-10-28,21.857142879000012
2025-10-29,22.142857165000013
2025-10-30,22.428571451000014
2025-10-31,22.714285737000015
2025-11-01,23.000000023000016
2025-11-02,23.571428594000015
2025-11-03,24.142857165000013
2025-11-04,24.71428573600001
2025-11-05,25.28571430700001
2025-11-06,25.85714287800001
2025-11-07,26.428571449000007
2025-11-08,27.000000020000005
2025-11-09,27.714285734000004
2025-11-10,28.428571448000003
2025-11-11,29.142857162000002
2025-11-12,29.857142876
2025-11-13,30.57142859
2025-11-14,31.285714304
2025-11-15,32.000000018
2025-11-16,33.142857161
2025-11-17,34.285714304
2025-11-18,35.428571447
2025-11-19,36.571428590000004
2025-11-20,37.714285733000004
2025-11-21,38.857142876000005
2025-11-22,40.000000019000005
2025-11-23,41.571428590000004
2025-11-24,43.142857161
2025-11-25,44.714285732
2025-11-26,46.285714303
2025-11-27,47.857142874
2025-11-28,49.428571444999996
2025-11-29,51.000000015999994
2025-11-30,53.285714301999995
2025-12-01,55.571428587999996
2025-12-02,57.857142874
2025-12-03,60.14285716
2025-12-04,62.428571446
2025-12-05,64.714285732
2025-12-06,67.000000018
2025-12-07,71.285714304
2025-12-08,75.57142859
2025-12-09,79.857142876
2025-12-10,84.142857162
2025-12-11,88.428571448
2025-12-12,92.714285734
2025-12-13,97.00000002
2025-12-14,105.714285734
2025-12-15,114.428571448
2025-12-16,123.142857162
2025-12-17,131.857142876
2025-12-18,140.57142859
2025-12-19,149.285714304
2025-12-20,158.000000018
2025-12-21,175.714285728
2025-12-22,193.428571438
2025-12-23,211.14285714800002
2025-12-24,228.85714285800003
2025-12-25,246.57142856800004
2025-12-26,264.28571427800006
2025-12-27,281.99999998800007
2025-12-28,304.28571427800006
2025-12-29,326.57142856800004
2025-12-30,348.85714285800003
2025-12-31,371.142857148
2026-01-01,393.428571438
2026-01-02,415.714285728
2026-01-03,438.000000018
2026-01-04,451.714285728
2026-01-05,465.428571438
2026-01-06,479.142857148
2026-01-07,492.85714285800003
2026-01-08,506.57142856800004
2026-01-09,520.285714278
2026-01-10,533.999999988
2026-01-11,543.571428559
2026-01-12,553.1428571299999
2026-01-13,562.7142857009999
2026-01-14,572.2857142719998
2026-01-15,581.8571428429998
2026-01-16,591.4285714139997
2026-01-17,600.9999999849997
