age_group,0,1-4,5-12,13-17,18-49,50-64,65+,All
0,11.6% [11.6% - 11.6%],-2.7% [-2.7% - -2.7%],0.6% [0.6% - 0.6%],6.2% [6.2% - 6.2%],20.5% [20.5% - 20.5%],2.8% [2.8% - 2.8%],0.0% [0.0% - 0.0%],34.7% [34.7% - 34.7%]
1-4,0.4% [0.4% - 0.4%],-14.2% [-14.2% - -14.2%],0.6% [0.6% - 0.6%],6.1% [6.1% - 6.1%],19.6% [19.6% - 19.6%],2.7% [2.7% - 2.7%],0.0% [0.0% - 0.0%],17.4% [17.4% - 17.4%]
5-12,0.3% [0.3% - 0.3%],-2.5% [-2.5% - -2.5%],1.3% [1.3% - 1.3%],6.3% [6.3% - 6.3%],18.2% [18.2% - 18.2%],2.5% [2.5% - 2.5%],0.0% [0.0% - 0.0%],25.0% [25.0% - 25.0%]
13-17,0.3% [0.3% - 0.3%],-2.1% [-2.1% - -2.1%],0.6% [0.6% - 0.6%],15.8% [15.8% - 15.8%],18.4% [18.4% - 18.4%],2.7% [2.7% - 2.7%],0.0% [0.0% - 0.0%],32.6% [32.6% - 32.6%]
18-49,0.4% [0.4% - 0.4%],-2.4% [-2.4% - -2.4%],0.5% [0.5% - 0.5%],6.2% [6.2% - 6.2%],25.8% [25.8% - 25.8%],2.9% [2.9% - 2.9%],0.0% [0.0% - 0.0%],31.8% [31.8% - 31.8%]
50-64,0.3% [0.3% - 0.3%],-2.2% [-2.2% - -2.2%],0.5% [0.5% - 0.5%],6.2% [6.2% - 6.2%],19.9% [19.9% - 19.9%],6.0% [6.0% - 6.0%],0.0% [0.0% - 0.0%],28.8% [28.8% - 28.8%]
65+,0.4% [0.4% - 0.4%],-2.3% [-2.3% - -2.3%],0.5% [0.5% - 0.5%],6.3% [6.3% - 6.3%],19.7% [19.7% - 19.7%],3.1% [3.1% - 3.1%],-0.3% [-0.3% - -0.3%],26.1% [26.1% - 26.1%]
All,0.4% [0.4% - 0.4%],-2.6% [-2.6% - -2.6%],0.6% [0.6% - 0.6%],6.4% [6.4% - 6.4%],20.4% [20.4% - 20.4%],3.4% [3.4% - 3.4%],-0.2% [-0.2% - -0.2%],27.0% [27.0% - 27.0%]
