age_group,0,1-4,5-12,13-17,18-49,50-64,65+,All
0,25.1 [25.1 - 25.1],11.6 [11.6 - 11.6],32.1 [32.1 - 32.1],17.8 [17.8 - 17.8],23.5 [23.5 - 23.5],11.2 [11.2 - 11.2],-0.0 [-0.0 - -0.0],99.7 [99.7 - 99.7]
1-4,0.8 [0.8 - 0.8],72.1 [72.1 - 72.1],43.3 [43.3 - 43.3],21.1 [21.1 - 21.1],27.0 [27.0 - 27.0],13.1 [13.1 - 13.1],0.0 [0.0 - 0.0],139.0 [139.0 - 139.0]
5-12,0.2 [0.2 - 0.2],4.1 [4.1 - 4.1],29.4 [29.4 - 29.4],7.1 [7.1 - 7.1],7.8 [7.8 - 7.8],3.9 [3.9 - 3.9],0.0 [0.0 - 0.0],46.6 [46.6 - 46.6]
13-17,0.1 [0.1 - 0.1],2.3 [2.3 - 2.3],8.6 [8.6 - 8.6],15.8 [15.8 - 15.8],5.6 [5.6 - 5.6],3.0 [3.0 - 3.0],0.0 [0.0 - 0.0],31.7 [31.7 - 31.7]
18-49,0.2 [0.2 - 0.2],3.6 [3.6 - 3.6],11.2 [11.2 - 11.2],6.7 [6.7 - 6.7],12.4 [12.4 - 12.4],4.5 [4.5 - 4.5],0.0 [0.0 - 0.0],35.4 [35.4 - 35.4]
50-64,0.5 [0.5 - 0.5],8.0 [8.0 - 8.0],26.0 [26.0 - 26.0],16.2 [16.2 - 16.2],20.0 [20.0 - 20.0],27.2 [27.2 - 27.2],-0.0 [-0.0 - -0.0],85.5 [85.5 - 85.5]
65+,4.1 [4.1 - 4.1],68.7 [68.7 - 68.7],217.7 [217.7 - 217.7],132.4 [132.4 - 132.4],160.6 [160.6 - 160.6],95.9 [95.9 - 95.9],193.4 [193.4 - 193.4],703.4 [703.4 - 703.4]
All,1.2 [1.2 - 1.2],18.7 [18.7 - 18.7],53.2 [53.2 - 53.2],31.8 [31.8 - 31.8],39.7 [39.7 - 39.7],25.3 [25.3 - 25.3],33.8 [33.8 - 33.8],167.8 [167.8 - 167.8]
