age_group,0,1-4,5-12,13-17,18-49,50-64,65+,All
0,23.5 [23.5 - 23.5],—,3391.0 [3391.0 - 3391.0],9959.4 [9959.4 - 9959.4],13019.7 [13019.7 - 13019.7],10886.0 [10886.0 - 10886.0],—,69.6 [69.6 - 69.6]
1-4,3560.3 [3560.3 - 3560.3],—,3569.0 [3569.0 - 3569.0],4409.7 [4409.7 - 4409.7],4595.3 [4595.3 - 4595.3],4096.2 [4096.2 - 4096.2],—,—
5-12,1433.4 [1433.4 - 1433.4],—,23.3 [23.3 - 23.3],1438.4 [1438.4 - 1438.4],1562.7 [1562.7 - 1562.7],1596.9 [1596.9 - 1596.9],—,359.5 [359.5 - 359.5]
13-17,2306.7 [2306.7 - 2306.7],—,1824.3 [1824.3 - 1824.3],15.7 [15.7 - 15.7],1775.6 [1775.6 - 1775.6],1880.8 [1880.8 - 1880.8],—,32.0 [32.0 - 32.0]
18-49,2409.8 [2409.8 - 2409.8],—,2290.0 [2290.0 - 2290.0],2352.5 [2352.5 - 2352.5],18.6 [18.6 - 18.6],2505.7 [2505.7 - 2505.7],—,22.8 [22.8 - 22.8]
50-64,4257.5 [4257.5 - 4257.5],—,4330.5 [4330.5 - 4330.5],4498.9 [4498.9 - 4498.9],4695.2 [4695.2 - 4695.2],25.4 [25.4 - 25.4],—,118.8 [118.8 - 118.8]
65+,46066.9 [46066.9 - 46066.9],—,48202.4 [48202.4 - 48202.4],49231.2 [49231.2 - 49231.2],52989.9 [52989.9 - 52989.9],52595.4 [52595.4 - 52595.4],—,—
All,142.6 [142.6 - 142.6],—,486.0 [486.0 - 486.0],549.1 [549.1 - 549.1],131.1 [131.1 - 131.1],122.0 [122.0 - 122.0],—,143.7 [143.7 - 143.7]
